month,latitude,longitude,depth,mag,id,place
4,-10,150,33,5.3,usp0000nbx,"Bougainville region, Papua New Guinea"
4,20,140,33,5.5,usp0000nc2,"Volcano Islands, Japan region"
4,60,160,42,5,usp0000nca,"Komandorskiye Ostrova, Russia region"
4,30,130,44,5.1,usp0000ncf,"Kyushu, Japan"
4,0,130,64,5.3,usp0000ncj,"north of Halmahera, Indonesia"
4,-60,-30,33,5.3,usp0000ncq,South Sandwich Islands region
4,10,130,58,5.4,usp0000ncu,"Mindanao, Philippines"
4,-30,-180,99,5,usp0000nd1,Kermadec Islands region
4,40,70,196,5.3,usp0000nd3,"Hindu Kush region, Afghanistan"
4,0,130,43,5.7,usp0000nd5,"Kepulauan Talaud, Indonesia"
4,50,-180,46,5.1,usp0000nd9,"Andreanof Islands, Aleutian Islands, Alaska"
4,-10,130,176,5,usp0000nda,"Kepulauan Barat Daya, Indonesia"
4,-20,180,555,5,usp0000ndb,south of the Fiji Islands
4,-20,-180,535,5.2,usp0000nde,Fiji region
4,0,30,33,5.2,usp0000ndn,Rwanda
4,-10,130,38,5.3,usp0000ndp,Banda Sea
4,-10,130,142,5,usp0000ndr,Banda Sea
4,-20,170,276,5,usp0000ndw,Vanuatu
4,-20,-170,33,5.1,usp0000ne0,Tonga region
4,-20,-70,99,5.4,usp0000ne1,"Antofagasta, Chile"
4,30,120,178,5,usp0000ne3,northeast of Taiwan
4,10,120,33,5.5,usp0000ne4,"Mindanao, Philippines"
4,20,70,33,5,usp0000ne6,off the coast of Pakistan
4,-20,-180,600,5.2,usp0000ne7,Fiji region
4,-20,-170,33,5,usp0000nej,Tonga
4,-30,-70,47,5.1,usp0000nek,"Mendoza, Argentina"
4,10,130,94,5.3,usp0000net,"Mindanao, Philippines"
4,-10,130,215,5,usp0000nev,"Kepulauan Tanimbar, Indonesia"
4,-20,-180,130,5.3,usp0000nf4,Fiji region
4,40,70,217,5.4,usp0000nf1,"Hindu Kush region, Afghanistan"
4,-10,70,33,5,usp0000nfb,Mid-Indian Ridge
4,20,-100,91,5,usp0000nfc,"Michoacan, Mexico"
4,40,140,65,5.3,usp0000nfm,"near the east coast of Honshu, Japan"
4,-10,130,526,5.7,usp0000nfs,Banda Sea
4,-30,-180,138,5.3,usp0000nfx,"Kermadec Islands, New Zealand"
4,30,60,33,5.1,usp0000nfz,southern Iran
4,20,120,33,5.4,usp0000ng5,"Luzon, Philippines"
4,-10,150,177,5.7,usp0000ng6,"New Britain region, Papua New Guinea"
4,30,140,493,5.5,usp0000nga,"Izu Islands, Japan region"
4,-10,160,33,6.7,usp0000ngd,Solomon Islands
4,-10,160,33,5.9,usp0000nge,Solomon Islands
4,-10,160,19,7.5,usp0000ngg,Solomon Islands
4,-10,160,33,7.5,usp0000ngh,Solomon Islands
4,-10,160,33,5.7,usp0000ngj,Solomon Islands
4,-10,160,33,6.1,usp0000ngk,Solomon Islands
4,-10,160,33,5.5,usp0000ngm,Solomon Islands
4,-10,160,33,5.7,usp0000ngn,Solomon Islands
4,-10,160,32,5.5,usp0000ngp,Solomon Islands
4,-10,160,32,5.5,usp0000ngr,Solomon Islands
4,-10,160,33,5.1,usp0000ngs,Solomon Islands
4,-10,160,33,5.2,usp0000ngt,Solomon Islands
4,30,140,33,6.2,usp0000ngu,"Bonin Islands, Japan region"
4,-10,160,22,5.4,usp0000ngz,Solomon Islands
4,-10,160,33,5.2,usp0000nh0,Solomon Islands
4,-10,160,33,5,usp0000nh1,Solomon Islands
4,-10,160,27,5.1,usp0000nh3,Solomon Islands
4,-10,160,33,7.5,usp0000nh4,Solomon Islands
4,-10,160,33,5.8,usp0000nh7,Solomon Islands
4,-10,160,33,5.3,usp0000nh8,Solomon Islands
4,-10,160,31,5.3,usp0000nha,Solomon Islands
4,-10,160,21,5,usp0000nhb,Solomon Islands
4,-10,160,33,6,usp0000nhd,Solomon Islands
4,-10,160,20,5.1,usp0000nhf,Solomon Islands
4,-10,160,51,5,usp0000nhj,Solomon Islands
4,-10,160,33,5.6,usp0000nhk,Solomon Islands
4,40,70,47,5.1,usp0000nhn,Kyrgyzstan
4,-10,160,33,5,usp0000nhp,Solomon Islands
4,10,130,33,5.4,usp0000nhv,"Mindanao, Philippines"
4,-10,160,20,5.4,usp0000nj2,Solomon Islands
4,-10,160,12,5.4,usp0000nj3,Solomon Islands
4,30,140,27,5.2,usp0000nj4,"Bonin Islands, Japan region"
4,-10,160,22,5.1,usp0000nja,Solomon Islands
4,-10,160,51,6,usp0000njb,Solomon Islands
4,-10,120,35,5.6,usp0000njd,Flores Sea
4,40,-130,15,5,usp0000nje,off the coast of Oregon
4,-10,160,48,5.2,usp0000njf,Solomon Islands
4,40,-130,15,5.2,usp0000njg,off the coast of Oregon
4,-10,160,33,5.3,usp0000njq,Solomon Islands
4,-10,160,33,5.3,usp0000njt,Solomon Islands
4,30,130,33,5,usp0000nju,"northwest of the Ryukyu Islands, Japan"
4,-10,160,25,5.3,usp0000njw,Solomon Islands
4,-10,160,20,5.1,usp0000njy,Solomon Islands
4,-20,-170,33,5.1,usp0000njz,Samoa Islands region
4,40,140,33,5,usp0000nk0,"Hokkaido, Japan region"
4,-20,-180,538,5.5,usp0000nk1,Fiji region
4,30,130,33,5.2,usp0000nk3,"Ryukyu Islands, Japan"
4,-10,160,1,5,usp0000nk5,Solomon Islands
4,-10,160,33,5.1,usp0000nk6,Solomon Islands
4,-10,70,33,5,usp0000nkc,Chagos Archipelago region
4,80,130,37,5,usp0000nke,Laptev Sea
4,-10,160,26,5.2,usp0000nkf,Solomon Islands
4,-10,160,33,5,usp0000nkh,Solomon Islands
4,-60,-30,33,5.4,usp0000nkj,South Sandwich Islands region
4,-10,130,33,5.2,usp0000nkp,Banda Sea
4,-10,160,33,5,usp0000nks,Solomon Islands
4,-40,170,201,5.1,usp0000nkt,"Cook Strait, New Zealand"
4,-10,160,29,5.4,usp0000nky,Solomon Islands
4,0,150,70,5,usp0000nm1,"New Britain region, Papua New Guinea"
4,-10,100,33,5.2,usp0000nm3,"southern Sumatra, Indonesia"
4,40,140,44,5,usp0000nm6,"near the east coast of Honshu, Japan"
4,50,80,0,5.1,usp0000nme,eastern Kazakhstan
4,-20,-180,33,5.3,usp0000nmn,south of Tonga
4,-10,150,87,5.2,usp0000nmv,"eastern New Guinea region, Papua New Guinea"
4,0,150,58,5,usp0000nmw,"New Ireland region, Papua New Guinea"
4,-40,-90,33,5,usp0000nmz,southeast of Easter Island
4,-10,160,103,5,usp0000nn2,"Bougainville region, Papua New Guinea"
4,30,50,47,5.4,usp0000nn3,western Iran
4,40,150,34,5,usp0000nn9,east of the Kuril Islands
4,-10,150,72,5,usp0000nnb,"New Britain region, Papua New Guinea"
4,-60,-130,33,5.1,usp0000nnc,Pacific-Antarctic Ridge
4,30,140,25,5.3,usp0000nne,"Izu Islands, Japan region"
4,-10,160,56,5.1,usp0000nnf,Solomon Islands
4,40,-120,1,5.05,ci3333220,"68km ENE of Beatty, NV"
4,10,150,45,5.1,usp0000nns,Guam region
4,-10,160,8,5.1,usp0000np4,Solomon Islands
4,-10,150,176,5.3,usp0000np7,"eastern New Guinea region, Papua New Guinea"
4,-10,160,13,5.1,usp0000npa,Solomon Islands
4,-20,-180,633,5.1,usp0000npc,Fiji region
4,-20,-170,33,5.3,usp0000npf,Tonga
4,-20,-170,42,5,usp0000nph,Tonga
4,-10,160,28,5,usp0000npq,Solomon Islands
4,30,60,38,5,usp0000npr,southern Iran
4,30,-40,33,5.1,usp0000npu,northern Mid-Atlantic Ridge
4,10,130,77,5.2,usp0000npz,Philippine Islands region
4,-20,-80,10,5.3,usp0000nq0,near the coast of central Peru
5,-10,160,19,5.5,usp0000nqd,Solomon Islands
5,-10,170,69,5.1,usp0000nqe,Santa Cruz Islands
5,-10,150,32,5.6,usp0000nqj,"Bougainville region, Papua New Guinea"
5,10,130,26,5.3,usp0000nqk,Philippine Islands region
5,40,60,19,5.3,usp0000nqu,northern Iran
5,20,-70,50,5.2,usp0000nqv,Puerto Rico region
5,-10,160,33,5.1,usp0000nqz,Solomon Islands
5,10,120,24,5.7,usp0000nr0,"Mindanao, Philippines"
5,-20,-180,33,5.3,usp0000nr1,Fiji region
5,30,100,33,5,usp0000nr3,"western Sichuan, China"
5,-10,110,45,5,usp0000nr5,"south of Java, Indonesia"
5,30,60,42,5,usp0000nr7,central Iran
5,0,130,120,5.3,usp0000nr9,"Halmahera, Indonesia"
5,-20,-70,82,5.2,usp0000nrc,"Tarapaca, Chile"
5,40,70,122,5.3,usp0000nrf,"Hindu Kush region, Afghanistan"
5,-10,170,68,5.1,usp0000nrp,Santa Cruz Islands
5,-20,-170,33,5.2,usp0000nrz,Tonga region
5,40,140,71,5,usp0000ns0,"Hokkaido, Japan region"
5,50,150,29,5.4,usp0000ns4,east of the Kuril Islands
5,0,120,157,5,usp0000ns5,"Minahasa, Sulawesi, Indonesia"
5,-20,-80,33,5,usp0000ns6,near the coast of central Peru
5,-10,120,76,5.1,usp0000ns9,"Sumbawa region, Indonesia"
5,10,130,62,5.2,usp0000nsa,"Mindanao, Philippines"
5,50,150,35,5.2,usp0000nsb,Kuril Islands
5,70,0,33,5.4,usp0000nsf,Jan Mayen Island region
5,-10,160,16,5.1,usp0000nsk,Solomon Islands
5,-20,-170,33,5,usp0000nsm,Tonga region
5,50,150,33,5,usp0000nsn,Kuril Islands
5,50,150,16,5.1,usp0000nsq,Kuril Islands
5,-30,180,450,5.4,usp0000nss,south of the Fiji Islands
5,-20,-170,33,5,usp0000nst,Tonga region
5,-20,-180,33,5,usp0000nt0,Tonga
5,0,-80,27,5.1,usp0000nta,off the coast of Ecuador
5,0,-80,42,5.1,usp0000ntb,off the coast of Ecuador
5,20,-60,68,5,usp0000ntf,"Anguilla region, Leeward Islands"
5,-50,-110,33,5.2,usp0000ntk,southern East Pacific Rise
5,-20,-70,80,5,usp0000ntp,"Antofagasta, Chile"
5,30,130,109,5.4,usp0000ntr,"northwest of the Ryukyu Islands, Japan"
5,0,130,20,5.6,usp0000nu2,"Halmahera, Indonesia"
5,0,130,12,5.2,usp0000nu3,"Kepulauan Obi, Indonesia"
5,-10,150,25,5.3,usp0000nu4,"New Britain region, Papua New Guinea"
5,-40,170,33,5,usp0000nu7,South Island of New Zealand
5,0,130,77,5.7,usp0000nu8,Molucca Sea
5,0,120,151,5.3,usp0000nuf,"Minahasa, Sulawesi, Indonesia"
5,-10,160,51,5.2,usp0000nuh,Solomon Islands
5,-50,-70,33,5,usp0000num,"Aisen, Chile"
5,10,120,33,5.4,usp0000nup,"Mindoro, Philippines"
5,40,120,22,5.8,usp0000nur,"Tianjin-Hebei border region, China"
5,20,90,40,5.7,usp0000nus,Myanmar-Bangladesh border region
5,20,120,16,5,usp0000nut,"Luzon, Philippines"
5,-40,170,33,5,usp0000nuy,South Island of New Zealand
5,-50,30,33,5,usp0000nv1,south of Africa
5,50,160,126,5.3,usp0000nv3,Kuril Islands
5,10,120,39,5.2,usp0000nv7,"Mindoro, Philippines"
5,30,140,430,5.8,usp0000nvg,"Bonin Islands, Japan region"
5,-10,-80,49,5,usp0000nvh,northern Peru
5,40,20,12,5,usp0000nvr,Aegean Sea
5,0,-90,33,5.7,usp0000nvx,off the coast of Ecuador
5,0,-90,33,5.5,usp0000nvz,off the coast of Ecuador
5,0,140,13,5.1,usp0000nw8,"Papua, Indonesia"
5,50,150,221,5,usp0000nwc,northwest of the Kuril Islands
5,50,-170,33,5.3,usp0000nwh,"Fox Islands, Aleutian Islands, Alaska"
5,30,140,49,5.3,usp0000nwq,"off the east coast of Honshu, Japan"
5,-20,-180,499,5.5,usp0000nws,Fiji region
5,-10,160,85,5.1,usp0000nwt,Solomon Islands
5,-20,170,30,5.3,usp0000nwz,Vanuatu
5,-10,160,43,5,usp0000nx5,Solomon Islands
5,40,70,116,5,usp0000nxf,"Hindu Kush region, Afghanistan"
5,10,-80,8,5.1,usp0000nxg,Panama
5,60,160,158,5.1,usp0000nxs,"Kamchatka Peninsula, Russia"
5,-20,170,217,5.2,usp0000nxu,Vanuatu
5,10,120,33,5.2,usp0000ny4,"Mindanao, Philippines"
5,-60,-30,33,5.2,usp0000nyb,South Sandwich Islands region
5,-60,-30,33,5.1,usp0000nyc,South Sandwich Islands region
5,30,60,30,5.2,usp0000nyh,southern Iran
5,30,60,35,5.3,usp0000nyj,southern Iran
5,-20,-180,533,5,usp0000nys,Fiji region
5,0,140,33,5.6,usp0000nyx,"Papua region, Indonesia"
5,-20,-180,48,5.6,usp0000nz1,south of the Fiji Islands
5,-20,-70,178,5,usp0000nz2,"Salta, Argentina"
5,0,100,37,5.7,usp0000nz3,"southern Sumatra, Indonesia"
5,-60,-30,33,5.3,usp0000nz4,South Sandwich Islands region
5,-10,160,33,5.7,usp0000nz5,Solomon Islands
5,20,120,189,5.7,usp0000nz9,"Luzon, Philippines"
5,-20,170,35,5.2,usp0000nzd,Vanuatu
5,30,140,340,5.1,usp0000nze,"Bonin Islands, Japan region"
5,0,-80,48,5,usp0000nzf,near the coast of Ecuador
5,-20,-180,350,5.2,usp0000nzx,Fiji region
5,-20,170,11,5,usp0000p01,Vanuatu
5,-20,-180,571,5,usp0000p02,Fiji region
5,-10,170,33,5.2,usp0000p04,Santa Cruz Islands region
5,-50,100,33,5,usp0000p08,southeast Indian Ridge
5,-30,-180,135,5.1,usp0000p0a,Kermadec Islands region
5,0,100,40,5.5,usp0000p0b,"Nias region, Indonesia"
5,30,140,9,5.7,usp0000p0g,"Volcano Islands, Japan region"
5,20,120,73,5.2,usp0000p0h,"Luzon, Philippines"
5,20,150,207,5.7,usp0000p0j,"Pagan region, Northern Mariana Islands"
5,-10,170,33,5,usp0000p0p,Santa Cruz Islands region
5,-20,-180,42,5,usp0000p0u,Fiji region
5,-20,-180,33,5,usp0000p0v,Fiji region
5,40,50,26,5.4,usp0000p0y,central Iran
5,-20,-180,578,5.4,usp0000p10,Fiji region
5,0,100,56,5.9,usp0000p11,"northern Sumatra, Indonesia"
5,40,-120,1,5.02,ci10080126,"66km ENE of Beatty, NV"
5,-20,170,13,5.2,usp0000p17,Vanuatu
5,40,40,37,5.4,usp0000p1a,Turkey-Iran border region
5,0,-80,10,5.1,usp0000p1e,off the coast of Ecuador
5,-60,-30,33,5,usp0000p1k,South Sandwich Islands region
5,-20,170,179,5.2,usp0000p1w,Vanuatu
5,-10,130,62,5.1,usp0000p22,"Kepulauan Tanimbar, Indonesia"
5,-10,160,33,5.3,usp0000p26,Solomon Islands
5,10,120,48,5.1,usp0000p28,"Moro Gulf, Mindanao, Philippines"
5,0,120,144,5,usp0000p29,"Minahasa, Sulawesi, Indonesia"
5,0,120,54,5.9,usp0000p2a,"Sulawesi, Indonesia"
5,0,120,89,5.1,usp0000p2d,"Sulawesi, Indonesia"
5,-10,160,10,5,usp0000p2e,Solomon Islands
5,-70,180,33,5.1,usp0000p2h,Balleny Islands region
5,-70,180,33,5.7,usp0000p2j,Balleny Islands region
5,50,80,0,5.6,usp0000p2n,eastern Kazakhstan
5,-40,-180,33,5.5,usp0000p2p,south of the Kermadec Islands
5,0,130,33,5,usp0000p2r,"Kepulauan Obi, Indonesia"
5,20,70,33,5,usp0000p2v,off the coast of Pakistan
5,40,140,7,5,usp0000p33,"eastern Honshu, Japan"
5,50,-170,33,6,usp0000p3a,"Fox Islands, Aleutian Islands, Alaska"
5,-20,-180,261,5,usp0000p3d,Fiji region
5,-10,170,138,5.6,usp0000p3t,Santa Cruz Islands
5,-40,180,125,5.2,usp0000p3w,off the east coast of the North Island of New Zealand
5,-10,-110,53,5,usp0000p3y,central East Pacific Rise
5,-10,160,58,5,usp0000p41,"Bougainville region, Papua New Guinea"
6,-20,-170,33,5.2,usp0000p45,Tonga
6,40,30,67,5.7,usp0000p46,western Turkey
6,0,140,33,5.4,usp0000p47,"Papua, Indonesia"
6,60,-20,10,5,usp0000p4h,Iceland
6,-20,-70,107,5.2,usp0000p4k,"Tarapaca, Chile"
6,40,70,24,5.1,usp0000p4r,Kyrgyzstan
6,40,70,210,5.5,usp0000p4v,"Hindu Kush region, Afghanistan"
6,-20,-180,573,5.3,usp0000p4y,Fiji region
6,-10,170,38,5.4,usp0000p4z,Vanuatu
6,40,150,33,5,usp0000p51,"off the east coast of Honshu, Japan"
6,40,140,65,5.1,usp0000p52,"near the south coast of Honshu, Japan"
6,-20,-70,32,5.6,usp0000p58,"Antofagasta, Chile"
6,30,50,40,5.8,usp0000p59,western Iran
6,30,50,33,5.1,usp0000p5j,western Iran
6,-10,150,150,5.4,usp0000p5s,"New Britain region, Papua New Guinea"
6,-60,-50,33,5.3,usp0000p60,Scotia Sea
6,-60,-30,33,5.3,usp0000p61,South Sandwich Islands region
6,-60,-30,33,5.3,usp0000p62,South Sandwich Islands region
6,-60,-30,33,5.1,usp0000p63,South Sandwich Islands region
6,-20,-180,253,5.1,usp0000p6b,Tonga
6,-10,170,77,5.2,usp0000p6r,Santa Cruz Islands
6,-30,-70,111,5.2,usp0000p6u,"La Rioja, Argentina"
6,-20,-70,144,5.4,usp0000p74,"Potosi, Bolivia"
6,-20,-180,226,5.2,usp0000p75,south of the Fiji Islands
6,40,140,78,5.5,usp0000p76,"near the east coast of Honshu, Japan"
6,-10,110,636,5.4,usp0000p77,Java Sea
6,-10,110,643,5.1,usp0000p78,Java Sea
6,-10,120,43,5,usp0000p7c,Banda Sea
6,-10,120,24,5.1,usp0000p7e,Banda Sea
6,0,100,43,5,usp0000p7h,"northern Sumatra, Indonesia"
6,30,100,33,5,usp0000p7j,"Yunnan, China"
6,-10,150,182,5.1,usp0000p7k,"New Britain region, Papua New Guinea"
6,10,140,97,5.2,usp0000p7m,Guam region
6,-30,-10,33,5,usp0000p7n,southern Mid-Atlantic Ridge
6,40,120,46,5.1,usp0000p7u,"Tianjin-Hebei border region, China"
6,0,100,33,5.4,usp0000p7v,"southern Sumatra, Indonesia"
6,-20,-180,532,5.1,usp0000p7w,Fiji region
6,10,60,33,5.1,usp0000p7z,Owen Fracture Zone region
6,-10,130,33,5.5,usp0000p83,Banda Sea
6,0,130,39,5.3,usp0000p87,"Seram, Indonesia"
6,0,130,12,5.5,usp0000p88,"Seram, Indonesia"
6,0,120,78,5,usp0000p8n,"Sulawesi, Indonesia"
6,40,140,108,5.1,usp0000p8p,"Hokkaido, Japan region"
6,-20,170,106,5,usp0000p8s,Vanuatu
6,20,120,52,5.3,usp0000p8w,"Luzon, Philippines"
6,-20,-170,41,5.5,usp0000p9e,Tonga
6,10,130,35,5.6,usp0000p9f,"Catanduanes, Philippines"
6,40,70,121,5,usp0000p9g,"Hindu Kush region, Afghanistan"
6,-20,-170,47,5,usp0000p9s,Tonga
6,10,130,49,5.1,usp0000p9x,"Samar, Philippines"
6,-20,-180,223,5,usp0000p9y,Tonga
6,-10,-10,33,6,usp0000pa2,southern Mid-Atlantic Ridge
6,20,-50,33,5.3,usp0000pa4,northern Mid-Atlantic Ridge
6,20,-50,33,5.3,usp0000pa5,northern Mid-Atlantic Ridge
6,0,140,33,5.2,usp0000pac,"Papua, Indonesia"
6,-10,150,183,5.3,usp0000pah,"eastern New Guinea region, Papua New Guinea"
6,-20,-170,33,5.1,usp0000pap,Samoa Islands region
6,-20,-180,690,5.7,usp0000pb0,Fiji region
6,20,150,108,5.6,usp0000pb9,"Maug Islands region, Northern Mariana Islands"
6,-20,-170,55,5.1,usp0000pbm,Tonga
6,-20,170,37,5.4,usp0000pbn,Vanuatu
6,-20,-180,567,5,usp0000pbt,Fiji region
6,-20,-70,131,5.4,usp0000pc1,"Potosi, Bolivia"
6,0,130,13,5.3,usp0000pc5,Banda Sea
6,-10,-20,33,5.5,usp0000pc6,southern Mid-Atlantic Ridge
6,20,-90,33,5.1,usp0000pc7,"offshore Chiapas, Mexico"
6,-10,160,11,5.7,usp0000pc8,Solomon Islands
6,-20,180,543,5.2,usp0000pc9,south of the Fiji Islands
6,10,130,271,5.7,usp0000pcc,Celebes Sea
6,50,150,149,5.6,usp0000pcf,Kuril Islands
6,20,-50,33,5.3,usp0000pck,northern Mid-Atlantic Ridge
6,-10,150,67,5,usp0000pcx,"New Britain region, Papua New Guinea"
6,-20,170,45,5.2,usp0000pd2,southeast of the Loyalty Islands
6,-20,170,122,5.1,usp0000pda,Vanuatu
6,-20,170,22,5,usp0000pdm,southeast of the Loyalty Islands
6,40,140,35,5.1,usp0000pdt,"near the east coast of Honshu, Japan"
6,50,160,33,5.1,usp0000pdv,"near the east coast of the Kamchatka Peninsula, Russia"
6,-20,-180,65,6.8,usp0000pdx,Tonga region
6,0,150,33,5,usp0000pe2,"near the north coast of New Guinea, Papua New Guinea"
6,-30,-180,8,5,usp0000pe4,south of Tonga
6,10,130,88,5.2,usp0000pec,"Mindanao, Philippines"
6,-20,-180,33,5.5,usp0000pen,Tonga region
6,0,100,57,5,usp0000pep,"Kepulauan Mentawai region, Indonesia"
6,-10,130,184,5.1,usp0000pey,East Timor region
6,0,100,53,5.5,usp0000pf3,"Kepulauan Mentawai region, Indonesia"
6,20,150,153,5.1,usp0000pf4,"Maug Islands region, Northern Mariana Islands"
6,-60,-30,33,5.1,usp0000pf6,South Sandwich Islands region
6,-10,100,47,5.5,usp0000pfa,"southern Sumatra, Indonesia"
6,-20,-180,633,5.4,usp0000pfd,Fiji region
6,30,140,34,5.1,usp0000pfp,"Izu Islands, Japan region"
6,50,150,47,5.2,usp0000pfv,Kuril Islands
6,-20,-180,51,5.4,usp0000pg1,Tonga region
6,-20,-180,33,5,usp0000pgc,Tonga region
6,-10,120,51,5.2,usp0000pge,"south of Bali, Indonesia"
6,-60,-70,33,5.2,usp0000pgf,Drake Passage
6,-10,170,33,5.3,usp0000pgh,Vanuatu
6,-10,170,33,5.3,usp0000pgj,Vanuatu
6,-20,-180,33,5.3,usp0000pgm,south of the Fiji Islands
6,-20,-180,32,5,usp0000pgp,south of the Fiji Islands
6,0,-80,27,5,usp0000pgq,Ecuador
6,-20,-180,68,5.2,usp0000pgy,Tonga
6,40,20,261,5.3,usp0000ph5,"Sicily, Italy"
6,-10,160,164,5.1,usp0000ph9,"Bougainville region, Papua New Guinea"
6,20,-50,33,5.6,usp0000phb,northern Mid-Atlantic Ridge
6,20,-50,33,5.7,usp0000phc,northern Mid-Atlantic Ridge
6,20,-50,33,6,usp0000phf,northern Mid-Atlantic Ridge
6,0,130,33,5.6,usp0000phn,Molucca Sea
6,50,80,0,5.3,usp0000phq,eastern Kazakhstan
6,-20,-180,38,5.2,usp0000phr,Tonga region
6,-10,130,58,6,usp0000pht,"Kepulauan Barat Daya, Indonesia"
6,50,-180,60,5,usp0000phu,"Andreanof Islands, Aleutian Islands, Alaska"
6,-20,70,33,5.2,usp0000phx,Mid-Indian Ridge
6,10,130,33,5.2,usp0000pj2,"Mindanao, Philippines"
6,-20,-70,106,5.4,usp0000pj5,"Tarapaca, Chile"
6,-20,70,33,5.1,usp0000pja,Mid-Indian Ridge
6,-20,-170,68,5.3,usp0000pjb,Tonga
6,-30,-70,46,5.2,usp0000pjc,"Atacama, Chile"
6,40,140,20,5,usp0000pjh,"off the east coast of Honshu, Japan"
7,-10,150,114,5.3,usp0000pjj,"eastern New Guinea region, Papua New Guinea"
7,0,100,70,5,usp0000pjm,"northern Sumatra, Indonesia"
7,-20,-170,50,5,usp0000pjn,Tonga
7,50,150,36,5,usp0000pjs,Kuril Islands
7,-10,160,16,5.8,usp0000pjx,Solomon Islands
7,-30,-70,32,5.4,usp0000pk0,"near the coast of Antofagasta, Chile"
7,-40,-80,33,5.1,usp0000pk2,West Chile Rise
7,50,-170,33,5,usp0000pkf,"Fox Islands, Aleutian Islands, Alaska"
7,0,130,51,5.9,usp0000pkg,Molucca Sea
7,10,130,73,5.1,usp0000pkk,Philippine Islands region
7,-20,-180,464,5,usp0000pkv,Fiji region
7,-50,-120,33,5.3,usp0000pkw,southern East Pacific Rise
7,-30,-180,105,5.3,usp0000pky,Kermadec Islands region
7,40,70,146,5,usp0000pm4,Tajikistan
7,40,-130,15,5.1,usp0000pm6,off the coast of Northern California
7,40,-130,15,5,usp0000pm7,off the coast of Northern California
7,-10,170,32,5.3,usp0000pma,Santa Cruz Islands
7,30,130,31,5.2,usp0000pmd,"Ryukyu Islands, Japan"
7,10,-80,33,5.5,usp0000pmg,south of Panama
7,-10,30,33,5.1,usp0000pmh,"Lake Tanganyika region, Dem. Republic of the Congo-Tanzania"
7,-20,-180,594,5.8,usp0000pmk,Fiji region
7,10,130,14,5.1,usp0000pmm,Philippine Islands region
7,-20,-170,153,5.1,usp0000pmr,Tonga
7,-40,-110,33,5.2,usp0000pmt,southern East Pacific Rise
7,50,-170,52,5,usp0000pmu,"Fox Islands, Aleutian Islands, Alaska"
7,10,40,38,5,usp0000pmx,Ethiopia
7,-10,160,127,5.8,usp0000pmy,"Bougainville region, Papua New Guinea"
7,20,120,53,5.3,usp0000pn2,"southwestern Ryukyu Islands, Japan"
7,-30,-70,146,5,usp0000pn6,"Catamarca, Argentina"
7,30,130,33,5,usp0000pn7,"northwest of the Ryukyu Islands, Japan"
7,-10,130,167,5.6,usp0000png,"Kepulauan Babar, Indonesia"
7,10,130,128,5.5,usp0000pnh,Philippine Islands region
7,30,130,31,5.2,usp0000pnj,"northwest of the Ryukyu Islands, Japan"
7,-20,-180,33,5.5,usp0000pnk,Tonga region
7,10,130,59,5.4,usp0000pnm,"Mindanao, Philippines"
7,-40,50,33,5.4,usp0000pnr,Southwest Indian Ridge
7,-60,-30,122,6.1,usp0000pns,South Sandwich Islands region
7,-20,170,12,5.5,usp0000pnu,Vanuatu
7,-20,170,21,5.1,usp0000pnw,Vanuatu
7,-20,-180,582,5.3,usp0000pny,Fiji region
7,-20,-180,607,5.4,usp0000pnz,Fiji region
7,0,130,63,5.1,usp0000pp2,Molucca Sea
7,-10,130,33,5.7,usp0000pp7,"Kepulauan Tanimbar, Indonesia"
7,-20,-180,42,5.1,usp0000ppa,Tonga region
7,50,180,13,5.1,usp0000ppc,"Rat Islands, Aleutian Islands, Alaska"
7,50,160,33,5,usp0000ppd,Kuril Islands
7,-10,160,59,5.1,usp0000ppe,Solomon Islands
7,-10,160,16,5.1,usp0000pph,Solomon Islands
7,-20,170,20,5.3,usp0000ppj,Vanuatu
7,0,140,33,5.6,usp0000ppm,"Papua region, Indonesia"
7,40,-120,20,5,usp0000ppp,Northern California
7,30,70,10,5.5,usp0000pq5,Pakistan
7,-20,-180,63,5,usp0000pqc,Tonga region
7,10,120,46,5.2,usp0000pqg,"Mindanao, Philippines"
7,40,60,33,5.5,usp0000pqk,western Uzbekistan
7,0,130,45,5.2,usp0000pqs,Molucca Sea
7,-20,-10,33,5.2,usp0000pqv,southern Mid-Atlantic Ridge
7,-20,170,121,5,usp0000pr2,Vanuatu
7,20,120,33,5.7,usp0000pr3,Taiwan region
7,0,120,58,5.2,usp0000pr4,"Minahasa, Sulawesi, Indonesia"
7,-30,-110,33,5.1,usp0000pr5,Easter Island region
7,-30,-110,33,5.6,usp0000pr6,Easter Island region
7,-10,130,33,5.3,usp0000pre,"Kepulauan Kai, Indonesia"
7,20,120,72,5.2,usp0000prp,"Luzon, Philippines"
7,-30,-180,33,5.5,usp0000pry,Kermadec Islands region
7,-60,170,33,5.6,usp0000ps3,Balleny Islands region
7,0,140,33,5,usp0000ps4,"Biak region, Indonesia"
7,-60,-30,33,5.3,usp0000psg,South Sandwich Islands region
7,40,70,69,5.2,usp0000psh,"Hindu Kush region, Afghanistan"
7,-10,110,74,5.3,usp0000psj,"Java, Indonesia"
7,-20,-180,33,5.2,usp0000psk,Tonga
7,-20,-180,573,5.3,usp0000psp,south of the Fiji Islands
7,30,130,48,5,usp0000psr,"Kyushu, Japan"
