date,latitude,longitude
20200701,36,140
20200331,-20,-176
20201028,54,169
20201120,45,11
20200813,-22,-180
20200630,39,145
20200423,45,11
20200331,45,11
20200731,-16,174
20200501,-6,130
20200210,43,79
20200826,55,161
20210218,11,140
20210109,-18,-174
20200312,-1,133
20210222,40,75
20200924,36,140
20200826,-77,-149
20201121,-1,133
20200422,-22,-64
20200329,-61,-26
20210210,-21,-68
20201027,45,11
20200602,-16,67
20200815,-15,-178
20201225,6,-83
20200801,-22,169
20200625,-1,128
20200909,-8,106
20210119,5,-83
20200707,5,95
20200225,35,141
20200426,14,-45
20200219,-18,168
20200608,-1,127
20200516,52,96
20210201,-27,-177
20200319,22,121
20210217,-16,-72
20201123,-20,-176
20201129,-23,-175
20201027,40,143
20200822,-36,-71
20200316,-36,-71
20210118,2,126
20200325,30,51
20210206,25,122
20200522,-3,128
20201202,49,155
20200809,-61,-26
20200229,-61,-23
20200229,52,159
20200224,19,146
20200612,-56,-28
20200812,36,29
20200426,36,69
20200219,36,69
20200522,-32,-179
20200806,-6,105
20200115,-56,-28
20200917,42,84
20210111,37,42
20210223,-22,180
20200618,-17,-174
20201030,1,127
20210217,24,122
20200702,-3,146
20200425,6,126
20200408,21,145
20201010,16,120
20201207,-21,-174
20200530,24,122
20210222,39,142
20200823,-9,160
20200409,-57,-27
20200614,42,-29
20210211,86,41
20200322,-33,-68
20210211,2,129
20200221,53,172
20210128,43,-127
20210123,24,70
20200824,53,172
20200908,-3,101
20200930,-21,-179
20200814,-38,146
20200823,-9,157
20200202,0,123
20201109,-1,133
20201002,-5,103
20200908,-18,-178
20201030,3,128
20200928,39,143
20200312,-33,-179
20200617,39,143
20200430,-33,-179
20200615,-33,-178
20201102,-54,159
20200417,51,-178
20200602,3,98
20210110,3,91
20210130,58,163
20201120,-60,-28
20201128,28,101
20200205,-22,-67
20200924,36,29
20210123,-27,-178
20200811,-33,-178
20200118,56,161
20201018,15,-92
20201006,-22,-177
20200518,-8,120
20200531,-15,-173
20200224,14,-90
20200820,-15,-173
20200617,-15,-173
20200315,23,143
20210103,37,141
20200321,-14,167
20200222,43,85
20200710,-25,-10
20210203,-5,152
20200630,15,-93
20201002,28,143
20200917,-22,171
20200624,34,60
20201007,32,51
20200428,-29,-71
20200321,26,95
20200929,-33,-179
20200704,-14,-76
20200110,35,140
20200419,-4,-76
20200923,-11,163
20200618,-40,174
20200415,-31,-178
20200404,18,-63
20201112,5,127
20200330,32,142
20201123,-43,-74
20200120,-15,167
20200127,-60,-151
20210129,-17,67
20200911,18,-71
20201208,-5,153
20200620,-56,-27
20210111,45,151
20200611,-4,101
20200109,-39,176
20200303,45,151
20201206,-56,-24
20210127,29,130
20201202,25,97
20200516,17,146
20210111,0,123
20200919,36,29
20201203,-2,134
20200103,-25,-176
20201215,-2,127
20200517,45,151
20200302,2,-91
20201217,-15,-75
20200725,-26,-177
20200616,45,151
20210117,-16,-175
20201214,-8,156
20200928,-11,166
20200322,15,-91
20200412,37,71
20200808,45,152
20200920,-3,129
20200624,-18,-179
20200404,-15,-73
20200206,45,152
20200531,-18,-173
20201017,46,151
20201029,45,152
20201217,25,94
20200119,46,151
20201019,-49,125
20201124,43,146
20200620,-14,-74
20200320,-1,137
20201201,56,161
20210216,-31,-179
20200804,-31,-179
20200212,-23,-115
20200708,11,126
20200218,-21,-179
20210219,-21,-70
20200428,-4,103
20200403,-56,-129
20200407,-56,-28
20210204,37,71
20200630,50,156
20200329,49,156
20200718,3,126
20200223,-21,-179
20201021,49,156
20200425,57,-154
20201129,-8,124
20200211,-19,174
20200210,40,-126
20201227,-38,-180
20201028,40,-125
20201016,-5,129
20200120,-15,-173
20200409,-4,153
20201128,12,-87
20200703,43,143
20200803,38,36
20201113,-22,-175
20200321,-5,150
20200923,25,96
20200707,-31,-177
20200407,-3,135
20201229,52,173
20200924,16,-98
20200810,-12,166
20200203,32,51
20201020,45,152
20201225,-38,180
20200730,-19,168
20200705,-10,160
20200223,31,130
20200912,3,96
20200802,-10,160
20201023,38,74
20200821,-21,-174
20200923,-18,66
20210110,-26,-179
20210117,-21,170
20200106,22,143
20201006,-5,153
20201006,81,-4
20200822,5,-33
20200712,-6,104
20210115,39,142
20200627,23,94
20210110,47,139
20210203,14,-92
20200925,-5,103
20201223,-4,145
20201226,40,76
20200708,-36,-180
20210213,-8,-74
20200202,26,96
20210106,-36,-180
20200404,-61,-58
20200624,-5,153
20201025,-6,155
20210302,-38,-180
20200328,-7,131
20201226,-26,-14
20200510,-7,156
20200707,-76,164
20200812,-11,165
20201224,-17,-177
20201116,-2,100
20200509,-36,-180
20200130,-32,-69
20200226,5,96
20201216,37,43
20201219,-21,-178
20200828,30,95
20200102,-21,170
20200522,-52,14
20200909,3,128
20201005,29,131
20201227,-52,14
20201114,29,131
20200518,-28,-71
20201223,55,-161
20200102,-16,178
20200907,-56,-26
20210212,26,125
20210104,-60,-28
20210222,-33,-16
20200415,20,-109
20201009,-9,116
20210124,-43,-83
20201106,2,97
20200824,53,-167
20200829,12,-88
20200726,52,-32
20200922,38,47
20201018,38,47
20200202,38,47
20201003,40,78
20200506,38,47
20210103,38,47
20210223,-63,-158
20200509,36,83
20200222,35,74
20200217,29,143
20200519,38,47
20201015,50,145
20200909,-59,-26
20200123,13,-89
20200814,38,47
20200711,58,-33
20200205,-18,-178
20201115,0,-19
20201231,-36,-99
20200410,7,-37
20200702,8,-103
20201014,0,-19
20200715,-7,155
20200407,-7,155
20210224,-14,172
20200330,-1,120
20200419,3,129
20201023,-16,-173
20200120,-5,145
20200927,48,-129
20200428,5,95
20200404,3,93
20201114,37,141
20200312,-5,103
20201212,0,92
20200331,0,92
20200913,-6,147
20201210,42,143
20200220,-24,179
20210103,-20,-174
20200411,28,83
20201116,-59,-25
20210105,-27,-177
20201215,-33,-180
20210226,-64,171
20200303,37,141
20200210,42,143
20200524,-65,-180
20200325,2,127
20200718,3,129
20201216,33,-116
20200314,33,-116
20200411,2,99
20200904,-24,-69
20200905,2,127
20200701,31,-114
20201214,4,127
20201008,13,-88
20210223,12,-88
20201210,12,-89
20200902,12,-89
20200726,31,-114
20200319,10,93
20200205,12,-89
20210125,4,93
20200420,12,-89
20201121,38,142
20200725,-18,168
20200623,20,-64
20200628,-8,129
20210217,71,-8
20200601,71,-11
20200805,-37,-73
20201002,-3,131
20200407,-50,114
20200218,-50,114
20201016,11,127
20200730,10,127
20200628,11,127
20200215,13,50
20200326,3,-95
20200213,-56,-28
20200330,-5,152
20200502,10,127
20201115,11,127
20200916,-56,-27
20200517,11,127
20200504,10,127
20201120,10,127
20200212,4,-32
20200531,11,127
20201226,-22,-175
20200808,11,127
20200831,10,127
20210127,10,126
20200223,7,-73
20200820,10,127
20200204,-7,144
20200623,10,127
20200403,-27,-71
20210120,16,-93
20201201,33,60
20200824,78,7
20200112,11,127
20200323,8,125
20200817,-11,114
20201229,10,126
20200424,51,-177
20200507,7,124
20200324,7,124
20200825,-22,-175
20201016,-11,114
20210107,10,127
20210122,11,127
20201019,-11,114
20201024,10,127
20201001,11,127
20200617,-11,114
20200904,-22,-180
20201001,11,127
20200508,11,127
20201116,11,127
20210113,22,121
20200531,11,127
20201006,24,122
20200312,10,-85
20201220,-12,167
20210128,12,127
20201121,12,46
20200728,4,127
20200831,27,54
20200811,11,127
20200629,-4,140
20210120,27,54
20200810,-5,-106
20200418,11,127
20210213,22,143
20200530,-7,72
20200416,2,128
20210111,28,104
20200924,28,104
20200720,-22,-68
20201104,-11,114
20210222,2,127
20200211,10,-85
20200308,22,146
20200929,-33,-179
20200602,-3,135
20200513,-10,160
20200517,49,156
20210203,-30,-178
20200206,53,175
20210108,49,156
20200209,-28,-177
20200722,45,151
20200102,4,126
20200721,10,94
20200531,11,127
20200227,-11,114
20200717,12,143
20210224,-32,-68
20200130,12,143
20210218,45,151
20200705,25,99
20201012,-5,152
20200312,-24,83
20200910,-40,46
20200906,35,24
20200324,-10,161
20201003,37,71
20200916,-19,176
20200224,10,127
20200213,83,117
20200926,36,140
20210218,-11,114
20200502,-11,114
20201216,-40,-16
20201024,-40,-16
20200606,44,82
20210112,-3,101
20201107,13,126
20210221,-11,114
20210108,13,125
20201231,-11,114
20200319,-18,-175
20201202,11,127
20200411,10,-85
20201202,-15,167
20210107,-6,150
20200429,40,142
20200805,1,126
20200418,4,126
20200603,-6,104
20200408,57,-154
20200821,6,126
20200601,2,127
20200520,40,143
20201014,-20,168
20210216,-6,150
20200510,-21,-179
20201226,0,99
20200630,-20,-69
20201114,35,23
20201219,-9,158
20200423,46,142
20201130,16,-98
20200316,-21,-174
20201011,38,23
20200106,12,143
20200816,-17,175
20200609,6,127
20200610,-21,-174
20200318,36,142
20200604,-10,160
20200312,36,69
20200323,-26,178
20200105,-53,26
20201008,25,-110
20201128,-21,-174
20200527,-16,-174
20210116,-22,-68
20200117,-26,-177
20201007,-19,-175
20201225,52,-178
20201125,-21,-174
20200112,-9,157
20200513,-9,157
20200415,14,121
20200805,16,-98
20200901,6,93
20200415,-17,-69
20201227,23,146
20200606,2,-76
20201012,40,143
20201220,40,143
20201030,37,141
20200928,19,-107
20200301,-25,-179
20210226,8,123
20210209,-65,178
20200526,-3,102
20200903,27,93
20200703,-21,-174
20200209,-19,-175
20210129,-21,-174
20200919,0,98
20210126,-6,153
20200114,6,127
20200630,-6,151
20200722,17,-46
20200822,13,121
20200704,18,-46
20200305,17,-46
20200916,13,-92
20200212,24,-109
20200514,26,125
20200308,-7,130
20200311,19,121
20200518,41,48
20200217,-6,152
20200916,-22,-68
20201025,25,-110
20200221,-4,129
20200209,-5,129
20200313,-4,129
20200226,-3,139
20201021,-3,139
20200919,-60,154
20201231,10,-85
20201124,29,52
20210201,-60,-27
20200702,1,93
20201220,-56,-26
20200611,-33,-70
20200225,36,140
20210215,-5,134
20200611,10,-84
20210105,-11,163
20200102,-17,-174
20200527,-3,142
20200415,-20,-174
20200504,36,69
20200413,38,144
20210124,48,154
20201019,48,154
20200316,42,46
20200523,48,154
20201229,-10,161
20200329,15,-92
20200410,-7,156
20200709,52,159
20200125,14,-91
20200725,-20,-178
20200203,36,70
20200112,52,160
20200407,-32,-72
20201114,-13,166
20200624,31,130
20200326,31,140
20200510,50,156
20200607,-39,176
20200410,-15,-174
20210214,4,125
20200415,-19,-174
20200201,1,97
20200229,24,81
20200913,-54,144
20210217,-8,124
20201229,33,31
20200301,-9,67
20200416,-31,-177
20200303,-21,177
20201024,-14,167
20200410,66,-19
20210211,13,-88
20200506,13,-88
20201015,66,-19
20200730,36,-121
20201130,-56,-26
20200714,3,148
20210120,-7,148
20200604,-58,148
20200114,-22,172
20200427,29,139
20200930,-26,-71
20210203,10,-85
20201026,18,-82
20200517,22,121
20200121,38,142
20200104,1,125
20210207,-20,-178
20201129,-6,-76
20200913,40,16
20200330,-4,140
20201211,-12,165
20200726,-6,152
20201219,10,127
20200228,10,57
20200831,-21,170
20200718,53,-132
20200720,53,-133
20200213,52,-132
20210223,53,-132
20200716,53,-132
20210301,52,-132
20201008,10,93
20200301,52,-131
20200816,10,127
20200712,53,-132
20200130,53,-133
20200718,52,-132
20200310,53,-132
20200821,52,-132
20210107,52,-132
20200504,52,-133
20200210,52,-132
20200803,53,-132
20201115,52,-132
20200326,0,133
20200706,1,98
20201226,53,-132
20201018,-8,124
20201031,-8,124
20200130,0,125
20200703,52,-131
20200826,-8,123
20201220,52,-132
20210221,52,-132
20200911,52,-132
20201227,-18,-175
20200625,52,-132
20201121,-5,152
20210114,53,-132
20201007,51,-180
20200704,-7,108
20200813,-6,129
20200601,49,155
20201204,1,122
20201202,-5,146
20200118,-20,-178
20200324,9,126
20210211,56,163
20200420,52,-132
20200107,-8,122
20200211,7,-34
20200516,-17,-174
20200815,11,127
20200302,5,125
20200318,-16,-72
20200417,-22,171
20200407,52,-133
20200203,-29,62
20200531,0,125
20201117,38,144
20210129,5,125
20200324,-35,-105
20210107,10,57
20200123,1,122
20200509,1,122
20200811,1,122
20210221,-4,149
20200220,14,-92
20210109,14,-92
20200210,14,-92
20200919,-9,-109
20200529,38,47
20200911,-9,148
20210302,49,-128
20201202,-36,53
20200322,-15,167
20200617,-19,-173
20200907,-50,117
20200721,37,141
20210201,-10,161
20200421,-8,118
20200526,-43,125
20200807,-56,-27
20200826,1,97
20200213,14,-92
20200517,-7,107
20201108,-9,-75
20210121,-9,121
20200706,23,96
20200822,23,96
20200129,23,96
20210127,-11,165
20200704,-5,152
20200620,14,-92
20200303,49,155
20200116,14,-92
20200108,30,138
20201208,58,-143
20201231,-24,179
20200418,-18,-173
20200716,53,-132
20200430,-2,-82
20210216,-46,-77
20200928,-21,-176
20200506,23,96
20200622,-29,-71
20201202,10,122
20210228,-6,151
20200105,-14,174
20201205,-21,-174
20200720,-3,148
20210103,12,143
20210120,14,-93
20210215,18,-100
20200128,52,173
20200520,35,141
20200108,-54,-135
20201002,49,155
20200413,-37,-95
20200222,-15,167
20200708,-37,-95
20210121,-18,-172
20201023,-22,172
20200605,6,126
20201023,-59,-18
20200916,-6,152
20200128,31,68
20200329,-6,152
20200808,-6,152
20210125,-57,-148
20200822,-34,-72
20200419,22,121
20200113,-34,-72
20200919,38,142
20200910,-34,-72
20200216,-11,118
20200726,-34,-72
20200213,-34,-72
20210103,-5,103
20201210,54,168
20200427,-9,115
20201111,-23,-64
20210225,-22,174
20201009,38,142
20210109,-11,163
20201119,2,126
20210119,14,121
20200714,38,142
20201210,37,28
20210101,10,127
20200626,40,90
20200312,-9,-108
20200309,14,94
20200313,18,146
20201028,-3,129
20210202,-3,139
20200403,48,155
20201129,-56,-27
20200331,-5,131
20200525,37,5
20200813,27,143
20200514,-5,-76
20200501,26,125
20201030,-3,146
20200105,53,172
20200204,-21,-177
20201101,14,-92
20210128,-7,-81
20200107,-33,-69
20200807,-21,-179
20201104,-19,-176
20200830,-21,-174
20200808,58,-154
20210209,-17,168
20200914,-21,-174
20210112,12,-89
20200321,24,122
20200527,46,151
20200216,14,-92
20210120,-55,-136
20200103,61,-151
20200920,-21,-179
20200909,34,60
20200611,-31,-178
20200629,-15,-173
20200930,-54,-2
20210104,2,90
20200629,11,127
20201128,38,144
20200618,38,144
20200408,38,144
20200704,38,144
20210117,-5,151
20201004,38,144
20200929,38,144
20200305,38,144
20200609,-38,176
20200715,38,144
20200716,39,88
20200510,-8,147
20200316,37,144
20200509,26,122
20201209,-7,144
20200624,-7,144
20200113,-7,144
20210120,-7,144
20201025,7,126
20200420,38,144
20200327,-4,141
20200729,38,144
20200117,-16,-174
20210217,-7,130
20200715,4,127
20200128,-7,130
20200118,38,144
20200727,-19,168
20200606,-19,168
20200409,1,126
20210113,-20,-176
20210302,-31,-178
20201231,9,-84
20200703,13,-90
20200805,81,121
20201122,-15,-178
20200705,-5,153
20201013,14,-92
20200405,-5,153
20201025,14,-92
20200511,31,-120
20200422,37,141
20200410,-5,153
20210130,12,-89
20210105,-5,153
20200830,52,174
20200206,14,147
20200131,15,-91
20201204,50,156
20200510,-1,124
20200224,-4,-104
20210122,-4,-104
20201230,38,144
20200502,37,142
20200314,13,-90
20201024,-21,-174
20200909,-21,-174
20200229,1,126
20200518,30,142
20201111,39,142
20200417,-14,167
20201130,5,94
20200524,22,95
20200901,50,155
20200419,19,121
20210219,-13,167
20200621,38,45
20201018,42,41
20200605,4,127
20200726,4,127
20200919,-56,147
20201226,-29,-71
20200727,55,162
20200912,28,66
20200819,-8,101
20200126,42,41
20201112,1,125
20210119,24,123
20200523,-6,147
20200602,-21,-179
20200803,-37,-73
20201129,-10,-13
20210114,-56,-144
20210228,-36,-73
20200603,-12,-15
20201203,13,-58
20200816,-18,-174
20210210,56,165
20200302,-30,-176
20200419,0,123
20201206,37,141
20200916,37,141
20210131,36,71
20201118,39,142
20200301,-3,149
20210201,-3,149
20200228,-4,149
20200307,14,-93
20200621,-7,105
20200523,2,127
20200613,-13,-71
20210107,-61,-37
20201227,-62,154
20200525,15,-92
20201130,47,151
20201006,-21,-70
20200229,-16,-172
20200829,-2,127
20200722,-16,-173
20200615,-16,-173
20200810,-5,146
20201115,-21,170
20200321,1,127
20201125,29,129
20200511,-20,66
20200123,55,-135
20201115,-13,67
20201028,55,-135
20210209,-23,-66
20201220,1,127
20200721,-26,178
20201103,17,-95
20210207,25,123
20200312,40,26
20200621,40,142
20200202,-35,179
20200125,-32,-14
20201226,53,-171
20201001,-10,161
20210110,-2,68
20201103,30,82
20200329,1,93
20210208,-18,-69
20200329,25,95
20201204,-57,-141
20201011,-17,175
20200806,20,-64
20200604,-11,162
20200925,-5,153
20200310,5,95
20200211,37,141
20210109,15,-93
20200318,-53,-47
20201207,0,-17
20200813,-3,130
20201021,47,153
20201026,32,51
20201016,-2,139
20210123,26,-110
20201230,39,142
20200101,26,-110
20201129,61,-153
20200722,-20,-69
20200108,-7,144
20210227,55,-135
20200721,-63,-161
20201119,32,142
20201115,-35,179
20200407,16,-98
20200131,17,146
20201129,12,143
20200223,12,143
20200814,31,100
20200202,11,125
20201029,65,147
20201221,54,-35
20200905,13,-88
20201022,54,-35
20201002,30,57
20201023,-4,135
20200121,52,-178
20200209,5,96
20201219,-61,154
20201109,36,69
20201019,44,141
20210120,-45,-79
20200928,-35,-109
20201118,-3,130
20200530,43,146
20200316,50,88
20200218,-17,177
20201003,-24,44
20201231,32,51
20201225,-24,-65
20200906,27,128
20200508,-5,103
20200730,-16,-173
20200928,37,140
20200809,-35,-109
20210225,-35,-109
20200910,43,80
20210218,-11,165
20201102,-11,165
20200618,44,-128
20200511,-28,-71
20200523,33,95
20200513,10,127
20201209,11,127
20200821,-11,166
20200127,-11,166
20201027,-11,166
20200118,-11,166
20210201,-10,166
20200530,55,-135
20200710,-11,166
20201201,-11,165
20201208,-11,166
20200706,-11,165
20200707,-7,148
20200601,-11,165
20200528,-11,165
20200823,-11,165
20200219,-11,165
20200315,-7,105
20210131,24,122
20200408,29,142
20200903,43,143
20200627,-11,165
20200131,-11,165
20200809,-11,165
20201006,-11,165
20200804,-5,153
20201026,29,142
20210105,29,142
20200512,-62,155
20200320,29,129
20201117,-56,-25
20200409,45,151
20200101,-11,165
20200620,-11,166
20200128,-11,165
20210301,-1,147
20200125,-11,165
20210216,-11,164
20210216,-11,165
20200730,-11,165
20200907,-12,165
20200225,-11,166
20200627,-11,166
20200618,-11,165
20200801,-11,165
20210101,-11,165
20200604,-11,165
20200831,-12,165
20200406,-11,164
20201031,-11,166
20200316,-11,165
20200616,-11,165
20200419,-12,165
20200608,-11,166
20200129,-11,165
20200716,-11,165
20200416,-11,165
20200229,-11,165
20200907,-11,166
20201019,-11,165
20200529,-11,166
20200114,-11,166
20201212,-11,166
20200430,-12,165
20200323,-11,165
20210216,-11,166
20200118,-11,165
20200801,-12,166
20200522,-10,166
20200106,-12,166
20200325,-11,165
20200423,-11,165
20200715,-11,166
20210226,-11,165
20200403,-11,165
20200814,-11,165
20200711,-11,165
20200627,-11,165
20200325,-11,165
20201029,-11,165
20210221,-12,166
20201028,-11,165
20200608,-11,165
20210212,-11,167
20200920,-11,165
20200815,-11,166
20200308,-11,165
20200804,-11,165
20210125,-11,165
20210124,-12,166
20210114,-11,166
20201204,-12,166
20200107,-12,166
20200218,-11,165
20200903,-11,165
20200218,-11,165
20210113,-12,166
20200904,-11,165
20200822,-11,165
20201229,-11,165
20201005,-11,165
20201128,-16,-172
20201008,-11,165
20200729,-11,165
20201108,-11,165
20200430,-11,167
20200208,-11,165
20200727,-11,165
20210119,-11,164
20201025,-11,166
20200314,-11,166
20200126,-11,165
20210125,-12,166
20201025,-11,165
20200814,-11,166
20200627,-12,165
20201009,-2,100
20210205,-11,165
20201004,-11,165
20201219,-23,171
20200830,46,-27
20201128,-12,165
20210120,-11,165
20200701,-12,165
20200318,-11,165
20200505,-11,165
20200813,-11,165
20200530,-16,-173
20201031,-12,165
20210225,-11,166
20200225,-4,143
20201212,1,99
20200822,-11,166
20201116,-11,165
20200414,-11,166
20200423,-12,165
20201021,-12,165
20200113,-12,165
20200526,-12,165
20200422,-12,165
20201117,-11,165
20200520,-11,166
20200901,-11,166
20210208,-11,165
20200304,-11,166
20200105,-11,166
20210206,-11,165
20200914,-11,166
20200907,-34,78
20200513,-11,166
20200211,-11,166
20201024,-11,166
20210220,-11,166
20200929,-11,167
20200710,-11,166
20210104,-11,166
20200812,-11,166
20201225,-11,166
20200401,-11,166
20200630,-11,166
20200916,-11,166
20200317,-12,165
20200706,-11,165
20200921,-11,166
20201026,-11,166
20200808,-11,166
20201022,-11,166
20200429,-11,166
20201222,-11,165
20210227,-11,166
20200311,-11,166
20200412,-11,166
20200301,-11,166
20210112,-11,166
20200225,-11,167
20201106,-6,155
20210109,-11,166
20200417,-11,166
20201208,-11,166
20200405,-11,166
20210301,-11,166
20200310,-12,166
20200808,1,-77
20200721,37,141
20201209,-11,166
20200525,-11,166
20200427,-11,166
20200320,-11,166
20200612,-11,165
20201031,-12,166
20200511,-11,166
20201223,-11,166
20200829,-11,166
20201206,-11,166
20201013,-11,166
20200807,-19,-175
20200303,-11,167
20210218,-12,166
20210124,-11,165
20210131,-11,166
20210203,-11,165
20200714,-33,-72
20200319,-11,166
20200821,-11,165
20210130,-33,-72
20200209,-37,53
20201030,-12,166
20200628,38,92
20200315,-11,167
20210105,-11,166
20201228,-11,166
20200525,-7,131
20201004,-11,166
20201015,41,129
20200131,-18,-178
20200510,-11,164
20200131,-60,-32
20200730,30,131
20200323,-3,101
20200401,-11,164
20200708,38,-118
20210212,-11,166
20200106,-11,165
20200919,-3,130
20200929,-11,165
20210205,-11,164
20210121,-2,139
20200217,68,142
20201220,67,143
20201122,68,143
20200218,-4,135
20200314,68,143
20200111,-20,-174
20200721,-18,-179
20201228,-19,-176
20200924,-26,72
20200330,-37,178
20201124,6,126
20200115,6,127
20201230,-11,164
20201016,-16,-13
20200517,44,147
20200609,37,22
20200517,-11,166
20200201,-11,166
20201020,-11,166
20200126,-31,-178
20201020,6,-33
20200701,-11,166
20200523,-31,-178
20200929,-34,-72
20210127,-10,167
20201203,35,141
20200813,-18,-179
20200423,-11,166
20200311,-17,-173
20200126,-11,167
20201012,19,-104
20200215,-28,-66
20210108,11,-41
20200528,50,-174
20200619,48,156
20200317,-6,155
20200311,29,142
20201009,-28,-63
20200612,-11,166
20200325,-25,70
20201226,-16,-71
20200712,-16,-71
20200823,-11,166
20201004,-11,165
20210201,51,-178
20200207,-8,127
20200107,-12,165
20200925,-12,165
20200701,-8,127
20201015,-8,127
20200917,-32,-178
20200813,-8,127
20210216,-15,-177
20200623,37,139
20200731,-48,-87
20200211,29,132
20200521,-32,-178
20200205,-11,166
20201218,-11,166
20201218,34,86
20210222,27,129
20200907,19,-68
20210101,-22,-174
20200107,-22,-179
20200924,53,158
20201005,-31,-178
20200820,43,-127
20200913,-18,167
20200829,-11,166
20200831,51,157
20200521,51,157
20201128,51,157
20200704,-12,165
20200331,22,144
20200401,-11,165
20200912,-11,165
20200331,-3,145
20210109,-60,-27
20210128,25,92
20200213,6,127
20201203,-7,146
20200901,26,100
20200705,39,72
20201222,51,157
20200613,-5,153
20200605,-5,153
20200812,-15,-174
20210218,27,128
20201122,-19,168
20200715,68,142
20200712,-5,153
20200125,-5,153
20200312,-31,-177
20200105,-5,153
20201229,-22,171
20200716,-43,40
20201225,-43,40
20200713,29,82
20201209,24,121
20200217,-19,169
20200929,-43,40
20200912,-5,126
20200326,-21,-174
20200603,51,157
20210215,-53,22
20200117,-11,165
20200819,-7,148
20200612,0,126
20201029,13,142
20200403,59,-154
20200222,13,-91
20200306,-5,152
20200527,32,132
20201014,-12,165
20200519,40,77
20210226,-7,148
20200116,-7,148
20200411,-43,40
20200312,-7,148
20200904,-7,148
20200617,-55,-28
20200822,-7,148
20200929,39,142
20200407,60,163
20200827,-6,148
20200520,-7,149
20201230,-9,-132
20210112,8,-83
20201029,-26,71
20200303,1,-85
20200809,-5,152
20201130,-6,150
20200221,-6,131
20201229,-21,176
20200829,-20,66
20210110,-59,-24
20200507,-21,177
20200807,-17,-171
20201122,-22,-179
20200318,-32,-178
20200127,56,-35
20210211,-22,-180
20200223,-28,-177
20210107,-55,-22
20200628,-61,-19
20200731,-7,148
20200123,-21,173
20200821,51,160
20200526,-21,170
20200913,-12,166
20200807,-60,-26
20200707,-11,117
20200213,3,126
20201013,14,-90
20200908,-17,-172
20210301,16,-98
20200429,-21,-175
20200605,-33,-180
20200515,16,-98
20210117,43,42
20200304,-9,120
20200620,-57,-25
20200403,24,121
20200411,-57,-25
20200821,-28,-177
20200320,-24,-175
20200111,-35,-73
20210105,-5,152
20200625,-5,152
20200118,43,87
20210224,-36,-100
20200612,-4,153
20200320,-60,-30
20200204,10,126
20200629,12,144
20200828,-9,-79
20200108,40,-126
20200323,-21,177
20201013,39,142
20200430,-66,-178
20200613,40,143
20210225,40,143
20201226,66,-18
20200109,40,143
20200222,-11,166
20200804,-40,45
20200502,-7,129
20201124,-40,45
20201228,37,144
20200924,19,96
20200825,-2,139
20200719,19,96
20200619,16,122
20201117,-6,147
20200511,36,141
20200523,-4,103
20200418,36,71
20201226,17,-101
20210220,-32,-177
20200505,43,131
20200503,-15,-173
20200918,43,146
20200529,-56,-27
20210118,0,99
20200903,37,145
20201209,36,71
20210102,-56,-124
20200623,-4,153
20200225,37,141
20200107,-3,138
20200219,43,131
20201019,35,24
20200726,-4,138
20210211,-5,153
20200612,-56,-123
20200707,-4,142
20201123,-19,-175
20210105,17,147
20200621,-56,-27
20200110,-7,106
20200210,36,23
20200320,28,52
20201128,28,52
20200828,47,153
20200919,16,-87
20210108,28,52
20210130,-11,-75
20200129,28,52
20200305,21,122
20201113,-11,166
20200302,3,127
20200701,-17,175
20200209,19,96
20201206,-22,-176
20200223,18,-102
20210212,4,128
20200606,34,135
20200517,-18,-179
20200316,-6,131
20200528,-6,148
20210125,-46,-76
20200402,-19,170
20200928,-6,131
20200420,1,126
20200822,-6,155
20200604,38,141
20201217,-7,155
20210203,15,-47
20201019,-16,-178
20201011,-12,165
20200708,1,125
20210217,29,95
20201201,28,62
20200522,-7,154
20200823,-6,105
20210224,-3,143
20200611,-2,100
20200811,25,123
20201101,-3,139
20201119,28,62
20200308,26,100
20200328,25,123
20200811,25,123
20200626,7,125
20200408,38,142
20200808,34,139
20200804,-34,-109
20200601,25,123
20201006,-15,167
20201026,46,151
20200710,40,143
20200422,-12,122
20200728,50,158
20200121,30,103
20200820,30,103
20200610,30,103
20210101,30,103
20201109,-5,152
20200528,-55,1
20201021,-6,130
20200714,30,103
20200109,50,157
20200207,50,157
20200628,52,-178
20201230,30,103
20201229,30,139
20200318,30,103
20200502,18,-102
20201106,51,179
20200519,50,157
20200628,-30,-176
20201019,50,157
20201203,43,122
20210225,-4,152
20201204,19,-107
20201114,35,70
20201220,-19,169
20200810,28,105
20200418,-10,162
20210210,32,139
20200322,50,158
20200702,17,147
20200503,-29,-179
20201008,-18,-69
20200125,4,96
20210226,36,141
20201205,5,-99
20210207,-33,-71
20200525,18,-62
20200113,38,-25
20200808,51,92
20200208,0,120
20200428,0,120
20200519,-65,179
20210211,33,76
20201227,15,123
20200229,28,52
20200522,-18,168
20210203,35,142
20200429,3,92
20210221,53,157
20201128,-28,-72
20200921,2,126
20200211,-55,-137
20201204,-19,-178
20200313,-9,-79
20201003,37,144
20210210,28,52
20200710,-21,-176
20200915,-9,108
20200118,-11,166
20210124,-25,70
20200319,-20,175
20210226,1,128
20210213,14,-91
20200605,-29,-13
20210101,68,139
20200609,-6,154
20210204,27,58
20210214,27,58
20200509,-18,-175
20200427,-26,-69
20200616,27,58
20200118,27,58
20200508,52,-172
20200309,26,58
20210129,-21,-69
20200424,13,-91
20201129,27,58
20200719,-26,-69
