date,latitude,longitude
20210101,-29,74
20200527,-7,154
20200128,-20,67
20200311,-37,-73
20200813,11,140
20200627,59,-30
20200312,-62,155
20210110,-6,126
20200525,-56,-125
20200214,23,91
20200429,-62,154
20200912,-4,-81
20200505,8,94
20200920,-20,67
20201027,-20,67
20200711,-1,129
20200823,-14,66
20210203,-3,148
20200919,-4,152
20200801,51,-179
20200524,-29,-72
20200511,6,125
20210228,-63,148
20200927,-4,150
20200114,32,142
20200426,1,-29
20210222,-4,149
20200919,29,142
20210131,41,142
20200813,-15,-71
20210214,-32,-70
20200725,-37,-74
20200731,32,-41
20200512,6,125
20201223,6,125
20201223,-38,-74
20210123,21,-106
20200802,16,-93
20210130,6,126
20200529,-49,105
20201014,30,-114
20210204,60,-153
20200929,-22,-179
20200822,21,-106
20201027,-16,-174
20200528,10,-85
20210219,-55,-129
20200710,-38,-74
20201015,4,127
20201203,36,71
20200504,-22,-67
20200429,-59,-25
20200919,-6,148
20200302,0,-20
20210211,-20,66
20200625,14,52
20200223,-17,-179
20201107,11,142
20200318,-6,148
20200419,23,144
20200502,-34,-72
20200129,-36,-101
20200818,-28,-67
20210206,15,-95
20200720,-6,-107
20200326,29,143
20210213,-16,-173
20201126,-13,-76
20201108,-6,152
20201126,52,180
20200131,54,163
20201018,52,-173
20200310,-35,-72
20200926,-8,-74
20201222,30,140
20201019,-18,-173
20200514,63,-150
20200802,-5,134
20200224,-40,-73
20201005,6,126
20200515,-4,152
20200816,-6,146
20201002,-14,168
20200424,-21,-179
20200726,52,180
20200209,-21,-68
20200710,-14,168
20200512,58,-33
20201128,58,-33
20200705,44,146
20201017,-23,-175
20200310,25,124
20201211,30,52
20200604,-26,-65
20210218,-15,-76
20210302,58,-33
20200110,13,125
20201105,12,143
20210215,-29,-71
20200605,-65,179
20200504,-23,-175
20201228,2,97
20201227,2,127
20200414,-37,177
20201110,-35,-72
20210214,13,125
20200605,37,140
20201220,5,95
20200127,-5,134
20201019,-19,-176
20200726,-5,134
20200901,-16,-172
20200110,-7,129
20200922,-5,134
20201027,-57,-148
20200406,37,141
20210220,-5,153
20200813,-36,-74
20200805,5,95
20200629,-5,153
20210114,20,121
20200420,0,133
20200222,-5,134
20200712,25,141
20200708,-5,134
20200626,-8,-71
20201127,-59,-25
20200714,-18,-173
20200805,5,125
20200120,-11,114
20200321,-58,-148
20210118,-57,-148
20200903,-19,170
20200412,-7,129
20201224,-22,-174
20200114,-11,162
20200119,-17,168
20200131,-7,105
20200513,-32,-180
20210217,53,-167
20201206,-6,127
20200617,-47,100
20200303,35,27
20200111,-17,168
20200516,20,-75
20200604,-44,173
20200301,-36,-73
20200603,19,122
20201104,-60,149
20210120,-15,-76
20200909,-30,-178
20210206,49,-129
20201005,24,125
20200811,48,154
20200328,19,122
20200409,-7,155
20201119,-3,151
20210219,25,141
20200707,7,124
20200831,-21,-178
20200705,-57,-24
20210110,-5,153
20200118,-53,11
20200726,7,125
20210125,-6,151
20210213,-18,-174
20201006,30,70
20200408,-19,65
20200217,1,124
20210102,-58,-148
20200702,-19,65
20201009,39,70
20200311,51,-175
20201128,51,-175
20200324,3,128
20201207,51,-175
20200323,51,-175
20200207,-59,-26
20201213,51,-175
20200405,-14,-49
20200322,-3,-77
20210203,18,146
20200221,-47,-10
20201024,-58,-9
20200902,38,23
20201101,10,-84
20200718,31,142
20201229,51,-175
20200102,-49,121
20200107,51,-175
20201128,34,73
20200509,25,125
20201206,-20,-174
20200124,-5,134
20201024,-26,71
20201103,-26,71
20210211,-20,-174
20201102,-41,-92
20200831,-42,-92
20200328,-14,168
20200730,42,143
20201227,6,-83
20201211,-10,43
20201017,14,-91
20201008,4,95
20200426,47,-27
20200529,-56,-28
20201112,-20,-174
20200712,-56,158
20200511,7,94
20201213,-7,126
20200806,-20,-174
20200415,0,150
20201003,13,92
20200309,28,104
20200919,55,160
20201118,-64,-167
20201203,-24,-115
20200531,-20,-174
20200315,-24,-115
20200303,-23,-115
20200606,13,125
20200429,-12,-112
20201225,24,-109
20201223,24,-109
20200910,25,-109
20210118,-20,-174
20200527,-35,-74
20200703,-33,-179
20200530,-33,-179
20201206,-6,151
20200112,-26,-178
20210112,25,-109
20201224,-20,-174
20201127,25,-109
20200608,-20,-174
20200304,-21,-68
20200720,63,-24
20210203,-37,-73
20200705,-38,-73
20200226,63,-24
20200801,-35,-108
20200614,-20,-174
20200120,-30,-71
20200118,9,126
20201116,5,36
20200412,-57,-142
20201219,-5,154
20200107,-47,165
20210107,-20,168
20201013,-3,99
20200418,19,146
20200523,-3,100
20200923,0,125
20200628,-36,-103
20200406,-3,100
20200228,-3,101
20200424,-3,100
20201220,-3,100
20200125,-3,100
20200612,25,-109
20200522,-41,-86
20200229,-4,100
20210120,-3,100
20200221,-2,100
20200626,-2,100
20200527,-4,100
20200726,-4,100
20201231,-23,-175
20201202,-4,100
20200420,-60,-24
20200503,-3,100
20200116,13,145
20200809,23,-108
20210115,23,-108
20201007,-25,-112
20200610,37,71
20201210,-29,-178
20200512,-6,154
20200201,-6,130
20200210,0,-20
20200302,23,143
20200115,-29,-72
20200123,3,128
20201109,-11,166
20200720,-3,100
20200629,47,153
20201001,-25,180
20210210,34,141
20210106,-57,-142
20200116,-6,150
20200319,-34,-72
20200111,-6,150
20210126,-24,180
20210130,-3,100
20200511,17,-94
20210204,-6,150
20200617,36,71
20210212,47,147
20200109,-5,152
20200619,-19,169
20200925,44,21
20200717,-6,104
20210110,-13,-112
20210223,13,123
20200904,40,26
20210114,-8,127
20200204,40,13
20210226,13,-89
20200429,-59,158
20200909,-14,-76
20200124,-5,134
20200609,51,-177
20200416,-20,-174
20200820,3,126
20200617,-15,168
20201204,51,-177
20200620,-14,167
20200914,13,-45
20200130,-61,-25
20201103,51,-177
20200307,-18,168
20200418,13,123
20200615,13,123
20200219,47,150
20201105,-62,155
20210205,37,88
20200228,-19,-69
20200906,24,142
20201106,69,-146
20200421,-4,142
20200304,-17,66
20210223,13,144
20200328,-37,78
20201122,-9,110
20210203,-2,99
20200913,-15,-174
20210101,-8,107
20200105,-62,161
20201006,37,71
20200124,-56,-5
20201012,-36,-73
20200801,6,-83
20201019,-29,-178
20201208,15,120
20200109,0,126
20201020,-45,96
20200528,38,27
20200808,12,144
20200505,1,126
20201208,-6,155
20200423,-60,-26
20200514,24,122
20200217,53,-170
20210106,-7,130
20200922,55,161
20200515,-30,-177
20200818,-36,-102
20200915,-7,68
20200217,18,-69
20201002,12,44
20210115,12,44
20200704,12,44
20200419,12,44
20210125,12,44
20201005,12,44
20201101,0,-18
20200505,34,141
20210117,12,44
20200512,12,44
20200216,12,44
20200804,12,44
20200226,12,44
20201121,-23,-67
20200420,12,44
20200829,12,44
20201225,12,44
20200415,12,44
20200712,12,44
20201122,-17,-173
20200909,12,44
20200821,12,44
20200325,12,44
20200606,12,44
20200408,-3,101
20201216,12,44
20200102,35,70
20200408,-2,139
20201120,-6,131
20200211,-3,68
20200427,-28,65
20200229,52,159
20200206,12,44
20200418,-56,-27
20210119,-8,-13
20200410,-16,-75
20200214,-12,166
20200523,-8,129
20200718,12,44
20210213,-5,127
20201014,-16,-75
20200329,-28,-178
20200302,1,100
20200705,-20,-174
20210119,-38,-74
20200315,-17,168
20210131,52,-177
20201230,51,151
20200717,-55,-132
20200209,-35,-109
20210123,-55,-131
20210218,24,122
20201005,44,-127
20200318,6,96
20200407,-57,-141
20200403,-54,-132
20200308,8,-39
20200511,-34,-179
20200225,-19,169
20200703,-23,-175
20200217,-6,149
20200526,-16,-173
20200430,-56,147
20201118,-16,168
20200523,-15,-72
20200215,16,-99
20200307,12,144
20200527,12,144
20210106,36,141
20210109,-24,180
20201114,-6,131
20200615,12,143
20210224,-19,169
20200630,38,73
20200621,0,-80
20200106,-25,-70
20201123,-21,-178
20200604,-23,171
20210115,28,53
20210218,20,121
20200913,11,-44
20210121,-3,129
20200513,-3,131
20200820,-40,-92
20201105,55,160
20200201,4,128
20201225,10,-43
20200430,4,128
20200813,-35,-72
20200427,-15,-71
20201012,1,-101
20201105,-24,179
20201001,-7,131
20210219,1,-29
20201027,-18,-14
20200906,-24,-67
20200727,-17,-174
20200926,-28,-13
20200717,52,-170
20200315,-18,-175
20210113,49,155
20201220,-21,-179
20200312,49,155
20210222,-57,-140
20200620,-4,80
20200707,28,139
20201119,30,90
20200822,-16,-179
20210221,-23,-175
20210210,3,99
20201020,-6,150
20200320,-6,154
20200905,-49,121
20200218,-18,-175
20200201,-49,121
20200205,-6,153
20200329,-6,130
20200215,25,-110
20200701,52,-170
20200915,-36,-101
20200810,49,155
20200414,-9,127
20200611,41,143
20210115,-4,100
20210105,54,169
20200627,-56,-27
20200429,-58,-8
20201028,-58,-7
20200305,54,169
20200826,-15,-174
20201028,-56,-26
20200620,-7,130
20201006,-56,-25
20200826,-20,-174
20200716,-22,-176
20200105,-56,-25
20200429,-31,-178
20200716,-21,-175
20210129,-32,-180
20200113,-56,-26
20200504,-56,-26
20200320,39,73
20201101,-56,-26
20200212,7,127
20200605,-56,-25
20210212,-7,125
20200131,32,70
20201019,-56,-26
20200722,24,-46
20210103,-63,166
20200115,-20,-178
20200607,-37,78
20210107,12,44
20200614,0,122
20201019,53,162
20200606,-6,149
20201114,-25,-176
20201229,30,69
20201030,-57,-25
20200125,-3,146
20210125,-22,-179
20200403,32,70
20210227,-28,-177
20200803,-6,150
20200711,-6,150
20200520,-6,118
20201213,-6,150
20210202,-6,150
20200605,-6,104
20200113,-18,-175
20201125,27,129
20200330,-7,156
20200918,-8,120
20200722,39,-30
20200128,-34,-73
20200324,-23,-114
20201116,52,-169
20200905,-32,-180
20201025,4,-33
20200115,52,-169
20201023,-7,129
20200806,-18,-69
20200523,54,158
20201011,-27,179
20200216,-37,78
20200421,-30,-178
20200805,-6,149
20201231,-23,170
20210115,-3,130
20200927,-11,-73
20200109,-57,147
20200214,-9,-71
20210202,-55,-130
20200928,20,-109
20200131,-6,130
20201008,-14,-173
20210118,-5,147
20200921,10,126
20200919,19,146
20200411,10,126
20200829,5,95
20200603,-57,-142
20210126,37,20
20201226,53,-163
20201225,51,-176
20200211,-57,-141
20200507,8,38
20200711,19,146
20200701,-13,168
20210126,-41,-89
20210110,38,74
20200227,10,-104
20200215,28,59
20200317,10,126
20200720,-17,-177
20200322,13,-89
20200416,17,147
20200613,-19,-173
20200305,27,143
20200214,27,143
20200920,3,96
20201106,27,143
20210223,27,143
20200512,27,143
20200611,27,144
20200307,-15,-174
20210224,-9,111
20200909,27,144
20210115,27,143
20200407,27,144
20200317,27,143
20200805,27,143
20200824,27,143
20201219,27,143
20200606,27,143
20201116,27,144
20210118,-35,-180
20200324,27,144
20200221,27,144
20210218,27,143
20210123,27,143
20200929,27,143
20200811,27,144
20200531,27,144
20200824,27,144
20200822,27,144
20200624,27,143
20201216,27,143
20200820,27,143
20200419,27,143
20200310,27,144
20201113,27,144
20200317,-21,174
20200723,27,144
20200211,27,144
20200728,27,144
20200309,-5,-12
20200830,27,144
20210227,27,144
20201203,27,144
20201116,27,143
20200327,27,144
20201019,27,143
20200821,27,144
20200915,-13,-112
20200421,27,143
20200114,27,143
20201128,-39,46
20200425,27,143
20200712,27,143
20200423,27,143
20200122,27,144
20200729,-3,141
20201022,27,143
20200101,-2,68
20200317,-18,-174
20201111,27,143
20200902,4,96
20210201,27,144
20200105,53,171
20200520,-20,169
20210117,19,146
20200705,-8,120
20200525,-20,168
20200501,27,143
20201112,53,171
20201109,27,143
20200428,-64,-167
20201025,12,-87
20201025,46,151
20210115,18,-66
20201208,-20,169
20200922,-37,177
20200130,27,144
20200112,26,141
20200816,27,143
20201125,-19,168
20200916,-19,168
20201229,27,144
20200405,-19,168
20200402,27,143
20200305,27,143
20200315,-19,168
20200301,-19,168
20210302,-19,168
20201129,-20,168
20201128,-19,168
20200727,27,143
20210117,51,-176
20200912,-20,168
20201028,51,-176
20200308,-20,168
20210228,-20,168
20200526,6,127
20200730,-19,168
20210220,-19,168
20200915,-20,168
20200106,-19,168
20200824,-20,168
20200616,-20,168
20200424,-19,168
20200725,-19,168
20200825,27,144
20200317,51,-176
20200331,-20,168
20201114,-20,168
20201020,27,143
20200713,-21,168
20200420,27,143
20200907,51,-176
20200114,-20,168
20201001,27,144
20201024,-20,168
20200108,-20,168
20200218,-20,168
20210209,-20,168
20210221,-19,168
20200306,-20,168
20200719,-19,168
20201201,-20,168
20210218,51,-176
20201023,11,-62
20210108,-2,-12
20200713,-20,168
20201211,-23,-176
20200803,-20,168
20200810,51,-176
20200912,51,-176
20200923,-51,139
20200321,-51,139
20200625,-19,168
20210109,-20,168
20201221,-19,168
20210105,-20,-174
20200925,-24,-176
20210207,-23,-180
20200711,-19,168
20200415,-53,27
20201018,27,144
20200704,-19,168
20210203,-19,168
20210118,8,-103
20200329,-57,-24
20200929,-20,168
20210215,-19,168
20201216,-20,168
20200610,-20,168
20201107,-23,-180
20200401,-19,168
20200710,-20,168
20201219,31,87
20210121,-19,168
20200614,51,16
20200521,-56,-27
20200222,-11,164
20200806,53,171
20200618,-32,-178
20201103,-11,165
20201208,52,177
20200708,50,154
20200712,57,-156
20201105,10,126
20200520,-20,168
20200406,1,-26
20200904,-19,168
20200120,25,98
20201130,-49,122
20210104,-27,-63
20200214,27,143
20200913,-19,168
20201218,-38,-73
20201007,-4,101
20200619,-59,-24
20200415,-60,150
20201208,-41,-91
20201108,26,-111
20200725,-44,-16
20200716,-29,-69
20200308,-16,-173
20201022,-52,140
20200623,11,-87
20200315,-3,100
20200412,-22,172
20200326,32,142
20200724,30,52
20200829,-4,142
20200809,-39,175
20200603,-19,168
20200630,20,-46
20200330,-12,167
20200527,-54,25
20200223,4,90
20201003,-20,-174
20201204,20,-46
20200118,-20,168
20200929,-20,168
20201025,-25,-178
20200208,-22,-65
20200203,-55,-1
20200305,-36,-73
20200930,-36,-74
20200913,30,52
20200213,30,52
20200625,27,144
20210218,-1,120
20200709,0,125
20200531,42,144
20200830,-19,168
20200314,-19,168
20200512,-19,168
20200914,-19,168
20210129,-19,168
20201130,-19,168
20200120,-20,168
20200212,-19,168
20201214,23,143
20201009,-36,-73
20200505,12,44
20200722,-20,-176
20200404,-20,168
20200213,-6,-11
20201207,-36,-72
20201223,-36,-73
20200904,-13,167
20210116,27,144
20200530,13,-90
20200522,-19,168
20201021,4,127
20201218,27,140
20201116,27,-111
20200717,-19,168
20210117,-57,148
20200420,-7,105
20201021,27,143
20200629,-20,168
20200308,-21,168
20200519,-19,169
20200518,-21,168
20200911,-21,168
20201220,-20,168
20201117,6,127
20200430,-37,179
20200214,-21,168
20210103,-21,168
20200308,-20,168
20200120,-21,169
20200702,-20,168
20200807,-21,168
20200504,-6,130
20201230,-22,-179
20200108,-49,164
20200123,-21,168
20200810,-21,168
20200719,-7,129
20201016,-21,168
20200827,-17,-174
20200125,27,143
20200210,20,-109
20201226,-15,167
20201015,-21,168
20200404,2,96
20210223,2,96
20200718,-6,130
20200419,2,96
20200817,-21,-174
20201231,34,142
20200222,-7,129
20200320,-21,-11
20201012,53,175
20201106,-4,101
20200713,-21,-12
20210301,-5,103
20200810,-35,-72
20201219,-30,-72
20200504,-38,176
20210213,29,64
20200208,-57,-27
20200716,34,-37
20200725,3,96
20200410,-65,176
20200726,-65,176
20200722,-19,-69
20200823,-16,-176
20201116,42,43
20200412,-34,-72
20200524,39,72
20210202,51,-178
20200212,-44,173
20201008,-34,-72
20200524,-20,-176
20210113,30,129
20200509,17,-94
20200923,-60,-27
20200131,-20,-69
20200205,-19,-177
20200410,12,-86
20210112,18,147
20200221,-34,-72
20201030,17,-63
20200301,-5,154
20210109,27,143
20201008,27,143
20200502,3,96
20200913,-12,-73
20200322,42,143
20210228,15,-104
20200531,0,133
20200115,3,96
20200816,-35,-72
20200415,-4,102
20210114,27,144
20200730,27,144
20201115,64,-151
20200710,27,144
20200415,27,144
20200727,64,-151
20210220,-56,-27
20200615,-20,-176
20200109,38,73
20200513,-23,70
20200318,-19,-176
20201222,-19,-174
20210116,-23,-180
20200925,12,143
20201123,-19,67
20210222,51,-176
20200720,-53,22
20201101,35,141
20200426,22,144
20201124,28,143
20201119,-30,-178
20200323,12,-89
20200312,-50,-114
20200618,-18,-175
20200821,-11,166
20201120,-5,147
20210216,2,97
20200806,-19,168
20201026,10,108
20200126,-16,-173
20200414,28,59
20200814,28,59
20200508,-12,166
20210201,-19,-174
20200507,27,143
20210301,-39,176
20200405,-3,140
20200818,28,59
20201226,-21,-179
20210122,-5,154
20210103,-41,81
20201228,-19,-178
20201212,22,143
20200928,-63,-164
20200417,20,-109
20200907,71,-7
20200730,-19,168
20200712,-41,81
20210224,-18,-178
20200714,-15,167
20210121,1,129
20210209,12,44
20210120,-49,-11
20201028,-20,168
20210211,22,145
20200520,-22,-176
20200216,23,144
20200510,24,122
20200514,11,94
20201003,-20,-176
20200110,-28,-177
20200819,-11,163
20200225,-25,-180
20200427,-43,-16
20210131,55,-160
20200919,17,-63
20200101,-15,167
20200322,-62,154
20200610,-7,131
20201231,-19,-176
20201101,-16,-173
20200220,-59,149
20200724,23,144
20200127,11,-62
20210214,-46,96
20201221,29,130
20200802,-14,166
20200622,25,95
20200513,-14,167
20200613,-14,166
20200310,-38,-73
20200804,-55,-130
20201101,-14,167
20200428,35,140
20200721,-30,-178
20200517,-8,104
20200417,-14,167
20200610,-20,168
20200905,-14,167
20201224,1,99
20200224,-7,155
20201110,-10,114
20210107,44,-127
20210214,-28,-70
20201208,-17,-74
20210111,23,145
20201123,27,143
20201219,27,143
20200103,-14,167
20200509,27,143
20200203,25,141
20200519,-16,167
20201205,-31,-178
20200620,12,58
20210126,27,143
20200204,37,141
20210218,52,92
20200212,4,123
20200928,-28,-70
20200913,4,123
20200215,-6,130
20200331,-37,-73
20200427,-36,-73
20210127,27,143
20201207,-36,-73
20201117,-37,-73
20200204,-23,-180
20200814,-21,-175
20200430,-15,-178
20201115,-7,154
20210211,-21,-176
20200630,-37,-73
20201206,27,143
20200210,-31,-178
20200220,2,127
20200510,0,-17
20200619,-21,-177
20200526,-37,-73
20200501,-4,153
20210125,-37,-73
20200215,-37,-73
20210221,-35,-73
20201216,-5,144
20200311,-36,-73
20200701,-35,-73
20200122,-20,-69
20210101,-36,-72
20200217,53,-169
20200129,-16,68
20201230,21,121
20200407,0,-18
20200621,-14,-14
20200308,38,143
20200801,-2,121
20200721,38,143
20200418,26,128
20200315,-6,131
20201124,-20,-178
20200125,-6,149
20200724,26,128
20210102,-14,166
20200120,32,-115
20201101,-34,-72
20200320,-5,153
20201121,2,98
20200902,45,150
20200914,-19,-173
20200216,-34,-72
20210210,56,162
20200711,-59,-26
20200811,1,97
20200415,14,52
20200608,1,126
20200201,-7,155
20200218,-28,-67
20200608,-8,123
20201030,-10,161
20200328,-27,-65
20200810,-44,173
20201220,-19,177
20200101,-46,-72
20200409,-62,-159
20200502,-26,178
20200121,-5,152
20201111,-26,178
20200604,22,144
20200203,26,129
20200717,38,143
20200412,14,121
20200905,-44,173
20200619,-44,173
20200406,12,-88
20200827,31,140
20200620,-22,-176
20200209,46,94
20200906,-18,-178
20210108,-36,-74
20200924,-18,-174
20200726,-3,101
20200720,34,140
20201121,18,-95
20210206,-20,168
20200402,-22,170
20200113,-9,-110
20201228,-11,165
20200501,37,142
20200710,38,143
20200410,-7,107
20200121,36,137
20200922,-55,-119
20200329,46,152
20200612,-59,-17
20210301,-59,-17
20200603,-20,67
20210119,35,25
20210123,32,142
20200830,-18,-174
20200217,-15,-177
20201210,-37,-74
20200515,-24,-68
20200113,4,96
20200412,-29,-112
20210228,-20,-69
20210201,-6,-11
20200917,-30,-112
20200324,51,180
20200209,9,-77
20200226,-64,172
20200817,47,151
20200215,9,126
20200829,-6,130
20200404,-4,101
20200412,-37,-74
20200131,5,127
20200518,-9,157
20210206,-7,156
20201015,-50,164
20200223,-50,164
20201206,53,161
20200511,-14,-112
20201004,30,51
20201207,28,57
20210130,-31,-179
20201024,44,-129
20200913,44,-129
20201122,-56,-27
20200128,-56,-27
20201008,-23,170
20200625,-18,-69
20201025,-10,161
20200428,-56,-28
20200701,29,129
20200321,-19,169
20200919,44,-129
20210123,53,161
20210102,-30,-178
20200415,39,143
20200924,39,143
20200330,38,143
20200725,38,143
20201015,39,143
20200727,38,143
20200517,38,143
20200322,39,143
20200413,38,143
20200719,19,121
20200828,39,143
20200131,38,143
20200825,39,143
20200110,38,143
20210225,38,143
20200422,39,143
20200424,38,143
20200105,-20,-174
20201129,39,143
20200505,39,143
20201016,38,143
20201013,-9,67
20201120,38,143
20210204,-6,150
20200419,-28,-69
20210110,38,143
20201228,9,92
20200616,38,142
20200507,39,143
20200515,39,143
20210214,39,143
20210228,25,98
20201108,38,143
20200617,14,121
20200828,-7,117
20201107,37,143
20200530,37,142
20201113,38,142
20200813,37,143
20200218,36,142
20210104,37,142
20201206,37,142
20210214,39,142
20200102,37,142
20200730,37,142
20200608,37,142
20200622,37,142
20200320,38,142
20201210,-53,-118
20200609,38,142
20201226,36,142
20200704,38,141
20201008,39,143
20200325,37,143
20201203,38,142
20210227,36,142
20200225,39,142
20200923,36,142
20201213,36,142
20200113,37,142
20200512,37,142
20201101,39,144
20200317,38,143
20210205,38,144
20201114,36,142
20200928,38,144
20201215,36,142
20200504,38,145
20201204,39,142
20200914,40,142
20200601,38,143
20200825,41,142
20200605,36,141
20200830,38,143
20200312,36,142
20200218,37,142
20200908,39,142
20201120,37,144
20200103,35,142
20201213,38,143
20200309,38,145
20200724,37,141
20201115,37,145
20210110,36,142
20210108,36,141
20200617,38,143
20210117,37,142
20200308,39,143
20200422,38,143
20200913,37,141
20201020,38,143
20201026,37,142
20200524,40,143
20201112,37,144
20200414,38,144
20200803,38,143
20200327,38,145
20200920,37,142
20201217,36,142
20200519,37,142
20210207,37,142
20200224,36,142
20210124,37,142
20200327,37,142
20200313,36,143
20200411,37,141
20200531,38,142
20200717,39,142
20200806,37,142
20210107,38,143
20200608,36,141
20210111,37,143
20200921,38,143
20201008,37,142
20210102,37,143
20201011,38,142
20200809,36,142
20201028,36,142
20200313,37,141
20200425,38,144
20200106,37,145
20201123,37,141
20200115,36,141
20200209,37,143
20200714,36,141
20201112,36,142
20201204,38,143
20201215,39,143
20200926,37,141
20201001,38,144
20210217,38,140
20201105,37,144
20200721,36,141
20200911,37,142
20201121,37,142
20200404,36,141
20210128,38,143
20200131,37,143
20201021,37,142
20200219,37,143
20200522,37,142
20201023,37,142
20200329,39,143
20200220,37,144
20200516,39,143
20200116,36,142
20200106,38,143
20200316,38,142
20200902,37,142
20210109,36,142
20201007,37,143
20200403,40,143
20200326,36,142
20201028,37,142
20210202,38,142
20200727,38,144
20200708,38,143
20200623,38,144
20201210,36,142
20200418,37,143
20201224,37,143
20201127,39,144
20200130,37,141
20200819,36,141
20201214,37,142
20200523,36,143
20201213,39,144
20200302,38,143
20210226,37,144
20200530,38,143
20210224,39,142
20201023,36,141
20200718,39,143
20200130,38,143
20210226,38,141
20200527,39,143
20200622,37,142
20200224,38,143
20200415,38,143
20200413,36,142
20200425,39,143
20210105,37,142
20200528,36,142
20201128,36,142
20200827,39,143
20200308,-52,-118
20200812,36,142
20200725,39,143
20200314,38,140
20200523,39,143
20200509,36,71
20210215,39,142
20201210,38,145
20201021,37,143
20200113,39,142
20200413,36,142
20210202,38,144
20200607,37,143
20200730,36,141
20200809,39,142
20200603,38,143
20200405,38,143
20200326,36,142
20210207,36,143
20200804,36,142
20200526,39,145
20201005,39,142
20210126,37,142
20210108,36,141
20200404,36,142
20200826,37,142
20201203,38,142
20200405,38,142
20200222,37,142
20201021,38,144
20200107,37,142
20200404,36,142
20201212,38,143
20210115,39,143
20210126,36,142
20200610,38,143
20200616,38,144
20210120,37,142
20200218,37,142
20200622,37,142
20200924,38,143
20200605,37,141
20200519,38,143
20200514,39,144
20210208,39,142
20201218,37,144
20200904,37,142
20201114,37,144
20200815,39,143
20200418,38,144
20200428,36,142
20200606,36,142
20200110,36,141
20200729,36,142
20200229,37,142
20201011,36,142
20201221,37,142
20201022,36,142
20201003,37,142
20201027,38,143
20200518,36,142
20210227,36,142
20200408,37,144
20201230,37,142
20200820,37,142
20201127,40,143
20200613,39,143
20201209,37,144
20200122,38,144
20200601,39,143
20200102,37,145
20200417,39,144
20200308,37,141
20201110,38,144
20200727,35,141
20201014,37,144
20200810,36,142
20210101,37,142
20200926,37,143
20200316,38,144
20210205,39,143
20200716,40,143
20200503,37,142
20200914,37,142
20210215,38,145
20201029,37,138
20200109,39,143
20200427,36,142
20200503,36,142
20210114,37,141
20200820,36,142
20200726,36,141
20200403,36,142
20210220,38,142
20200601,36,141
20200101,36,142
20201201,38,145
20200222,37,138
20210108,37,142
20201230,38,145
20200729,40,139
20200305,-24,-176
20200204,39,143
20201226,39,144
20200410,37,142
20210210,38,143
20200209,37,141
20201102,38,142
20200209,38,144
20200713,38,143
20210117,39,142
20200422,38,142
20200325,39,143
20201030,38,144
20200509,38,143
20200111,37,144
20201211,37,142
20200617,37,144
20200404,37,144
20200207,37,143
20200624,37,144
20200528,37,142
20200428,39,143
20200304,39,144
20201218,36,142
20200518,37,141
20200415,37,142
20200521,36,141
20210120,36,141
20200702,38,144
20201102,37,143
20200414,25,-110
20201013,38,144
20200624,25,-110
20200912,38,144
20200129,38,145
20201008,-17,-173
20200409,36,142
20200430,-17,-173
20200218,38,142
20200731,37,144
20200227,36,142
20210122,38,141
20210114,38,143
20201124,37,142
20201120,39,142
20200124,36,142
20200407,39,143
20200906,39,143
20210209,40,143
20200313,37,142
20210213,40,143
20200107,36,142
20200608,38,144
20200529,37,141
20201218,38,143
20201009,37,143
20210225,40,143
20200731,37,143
20200409,37,142
20200812,36,142
20201122,36,141
20210128,-3,139
20210205,35,141
20210206,36,142
20200119,39,145
20201105,39,142
20200630,38,144
20201008,38,144
20210204,37,144
20200113,39,142
20200214,37,144
20201226,37,144
20201106,36,141
20200901,37,142
20200615,37,142
20210224,37,141
20200513,37,144
20210120,37,144
20200808,37,143
20200429,37,143
20200826,36,142
20201110,-4,151
20200516,39,143
20200620,39,142
20200504,37,142
20200701,39,142
20200907,25,-110
20200401,39,142
20210101,38,144
20200925,40,143
20201123,36,142
20210227,38,144
20201124,39,143
20210212,36,142
20210219,38,143
20210221,38,145
20201108,39,142
20201004,37,142
20210205,38,142
20201019,37,144
20210302,38,143
20201208,38,142
20201001,36,142
20200224,-6,154
20200618,25,-109
20200605,38,142
20201001,39,142
20200401,39,145
20200404,38,144
20200630,40,143
20200509,38,143
20200629,37,143
20201206,37,142
20200301,36,141
20200228,36,141
20200501,37,142
20201010,34,142
20200224,36,141
20201105,37,143
20200904,38,144
20200210,37,143
20201102,36,142
20200405,39,143
20201109,37,143
20200715,40,144
20201007,36,142
20210116,25,-110
20200112,37,143
20200224,35,141
20201217,38,143
20210119,39,142
20200514,38,143
20200821,36,142
20200828,39,143
20200505,36,142
20200124,39,142
20201016,37,142
20200813,38,144
20200208,40,143
20200920,37,142
20210118,38,144
20200712,38,143
20200420,39,143
20200124,39,143
20210206,35,141
20200623,38,143
20200831,38,144
20200621,38,143
20200202,35,141
20200524,36,142
20201213,37,144
20201209,37,142
20201203,35,141
20201004,36,142
20200926,36,141
20201201,40,144
20200723,37,142
20200812,37,142
20201222,36,141
20210110,37,142
20200615,-18,-175
20200708,36,142
20200913,37,142
20201104,37,143
20200227,37,141
20200522,40,143
20200908,37,141
20200424,38,142
20201130,37,141
20200428,39,143
20201017,37,141
20200404,39,142
20200812,38,143
20200515,40,144
20201224,36,142
20200220,40,144
20200603,-19,178
20200406,38,142
20201107,37,142
20200616,37,142
20200608,36,141
20200623,37,142
20200302,51,157
20200327,37,142
20200807,39,142
20200725,39,144
