month,latitude,longitude,depth,mag,mag_avg
4,50,100,30,5.2,0
4,-20,-170,30,5.3,0
4,10,-70,160,5.2,0
4,-10,170,80,5.8,1
4,10,-80,30,5.2,0
4,-30,-180,30,5.1,0
4,-30,-180,30,5.1,0
4,40,140,30,5.5,1
4,-60,-30,30,5.8,1
4,50,-170,20,5,0
4,40,150,30,5,0
4,-20,-180,570,5,0
4,-20,-170,60,5,0
4,-60,170,30,5.6,1
4,-20,-170,30,5.5,1
4,0,130,60,5.1,0
4,40,110,30,5.5,1
4,20,100,40,5.5,1
4,-40,80,30,5.4,1
4,0,150,20,6.4,1
4,20,150,220,5.5,1
4,-20,-170,30,5.1,0
4,-10,170,180,5,0
4,-30,-70,50,5.5,1
4,40,60,30,7,1
4,40,60,30,6.2,1
4,0,150,40,5.2,0
4,-10,110,500,5.2,0
4,40,60,30,5.1,0
4,0,-80,10,6.7,1
4,0,120,110,5.5,1
4,0,130,40,5,0
4,40,140,30,5,0
4,-10,160,50,6,1
4,-20,-180,560,5.7,1
4,40,150,100,5.1,0
4,-20,-180,550,5,0
4,40,130,530,5,0
4,0,-80,20,5,0
4,50,-170,40,5.2,0
4,20,150,40,5.1,0
4,-10,120,70,5.2,0
4,-30,-180,140,5.5,1
4,-30,-180,60,5.3,0
4,50,150,90,5,0
4,20,-110,30,5.3,0
4,40,140,100,5.3,0
4,20,120,30,5.5,1
4,20,120,180,5.2,0
4,30,130,30,5.1,0
4,0,130,10,5,0
4,-50,140,30,6.2,1
4,-10,170,620,5,0
4,10,90,20,5.2,0
4,10,90,20,5,0
4,10,100,70,5.4,1
4,-20,170,130,5,0
4,-50,30,30,5.4,1
4,-30,-70,110,5.6,1
4,-10,150,30,5.2,0
4,40,140,20,5.5,1
4,10,-80,40,5.2,0
4,-20,170,240,5,0
4,0,130,300,5.5,1
4,50,-170,50,5.5,1
4,-10,160,30,5.5,1
4,50,150,30,5.2,0
4,20,-50,30,5.2,0
4,-10,150,20,5,0
4,50,150,30,5.1,0
4,50,80,0,5.1,0
4,50,80,0,5.3,0
4,40,60,30,5,0
4,10,130,120,5,0
4,10,90,30,5.7,1
4,20,120,40,5.4,1
4,40,20,30,5.5,1
4,-30,180,500,5.4,1
4,30,50,20,6,1
4,-10,160,40,5.4,1
4,10,130,30,5,0
4,-20,-180,560,5.1,0
4,30,140,40,5.5,1
4,-30,-70,90,5.5,1
4,-10,150,60,5.3,0
4,-20,-180,460,5,0
4,-20,-180,520,5.2,0
4,-10,160,60,5,0
4,-50,100,30,5.8,1
4,40,140,30,5.3,0
4,-50,100,30,5.2,0
4,30,50,30,5.2,0
4,-40,-110,30,5,0
4,-10,170,40,5.3,0
4,-20,-180,480,5,0
4,-10,150,520,5.6,1
4,-30,-180,60,6.1,1
4,-60,170,20,5.7,1
4,-10,150,180,5.3,0
4,40,40,40,5.5,1
4,-10,-80,70,5,0
4,-30,-180,30,5.3,0
5,40,140,70,5,0
5,0,140,80,5.3,0
5,10,120,30,5.1,0
5,50,160,30,5,0
5,-20,-180,190,5.4,1
5,-10,150,50,5.5,1
5,-10,150,180,5.4,1
5,-30,-180,30,5,0
5,-20,-170,30,5.1,0
5,10,-40,30,5.1,0
5,10,-40,30,5.5,1
5,-20,-180,50,5.5,1
5,10,-90,30,5.3,0
5,10,120,70,5.3,0
5,-50,170,20,6.6,1
5,-20,-180,40,5.8,1
5,-30,-180,40,6.8,1
5,10,130,10,5.1,0
5,20,130,20,5,0
5,-20,-70,70,5.6,1
5,-30,-180,50,5.3,0
5,-30,-180,30,5.4,1
5,50,10,10,6.5,1
5,-60,-30,30,5.3,0
5,-10,-80,130,5.3,0
5,50,10,30,5.9,1
5,-20,-180,30,5,0
5,-30,-70,30,5.5,1
5,10,130,80,5.2,0
5,50,10,10,5.1,0
5,0,140,40,5.3,0
5,0,100,100,5,0
5,40,60,20,5.1,0
5,-10,160,30,5.8,1
5,-10,160,40,5.2,0
5,-10,160,30,5.6,1
5,-10,160,40,5.3,0
5,-10,150,50,5.3,0
5,30,80,30,5.2,0
5,10,130,110,5,0
5,-10,160,30,5.9,1
5,-10,160,20,5.8,1
5,-50,140,30,6.1,1
5,-10,160,20,5.4,1
5,-50,140,30,6.6,1
5,40,20,30,6.4,1
5,40,20,20,5.3,0
5,50,10,10,5.2,0
5,50,10,30,5,0
5,0,130,230,5,0
5,10,-80,70,5.1,0
5,-10,130,60,5.5,1
5,10,-40,30,5.7,1
5,-10,150,20,5.6,1
5,-30,-180,270,5,0
5,-10,160,40,5,0
5,40,140,40,5.2,0
5,50,10,30,5.3,0
5,-40,180,140,5.4,1
5,0,20,20,5.6,1
5,-20,-180,530,5.1,0
5,-10,-70,30,6.6,1
5,-10,-70,30,5.3,0
5,50,-120,60,5.1,0
5,-60,-130,30,5.5,1
5,40,60,10,7,1
5,50,10,30,5.1,0
5,-40,180,50,5.1,0
5,50,10,30,5.2,0
5,-20,-70,70,5.4,1
5,-20,170,50,5.4,1
5,-60,150,30,6.2,1
5,-40,180,30,5.2,0
5,30,130,30,5,0
5,-20,-170,30,5,0
5,30,140,450,5,0
5,10,130,60,5.3,0
5,50,80,0,5,0
5,0,-80,160,5.9,1
5,-40,170,160,5.4,1
5,-60,160,30,5.4,1
5,40,60,30,5,0
5,20,-90,40,5.3,0
5,-10,170,650,5.2,0
5,-10,170,640,5.2,0
5,-30,-180,70,5.8,1
5,-20,-180,290,5.5,1
5,-30,-180,80,5,0
5,0,130,170,5.9,1
5,-10,150,130,5.9,1
5,30,140,30,5.5,1
5,10,130,110,5.2,0
5,-10,150,120,5.8,1
5,-20,170,140,5.2,0
5,-30,-180,30,5.8,1
5,-30,-180,30,5,0
5,-10,150,170,5.9,1
5,0,120,40,5.1,0
5,-40,-70,90,5,0
5,50,10,30,5.1,0
5,-10,130,40,5.2,0
5,-10,150,100,5.8,1
5,-10,-80,70,5.9,1
5,-10,150,110,5,0
5,-30,-180,30,5.7,1
5,-10,150,120,5.5,1
5,10,-90,30,5.7,1
5,30,140,30,5.7,1
5,-20,170,70,5.1,0
5,-20,-180,610,5.4,1
5,50,160,30,5.3,0
5,50,160,40,5.5,1
5,-20,170,60,5.4,1
5,-20,170,20,5.5,1
5,-20,-180,580,5,0
5,0,130,30,5,0
5,-10,150,100,5.4,1
5,-10,150,110,5.6,1
5,-60,150,30,5.3,0
5,-20,-170,30,5.1,0
5,-10,150,130,5,0
5,-10,150,140,5.3,0
5,30,100,10,6.9,1
5,30,100,10,7,1
5,30,100,30,5.2,0
5,0,130,30,5.5,1
5,-40,-80,30,6,1
5,20,100,30,5.1,0
5,20,100,10,6.2,1
5,50,150,110,5.1,0
5,20,-100,160,5.1,0
5,-10,150,130,5,0
5,20,100,20,5.5,1
5,-30,-180,150,5.1,0
5,-10,170,20,5.3,0
6,-20,-180,630,5.1,0
6,50,10,30,5.2,0
6,20,150,50,5.4,1
6,40,140,60,5.2,0
6,0,130,90,5.2,0
6,0,130,30,5.2,0
6,30,120,220,5.4,1
6,-20,-180,550,5.2,0
6,30,50,30,5,0
6,-60,-160,30,5.8,1
6,20,150,130,5.1,0
6,-30,180,620,5.6,1
6,-10,150,90,6.2,1
6,-20,-170,10,5.3,0
6,30,70,30,5.2,0
6,40,140,20,5.7,1
6,20,140,30,5.5,1
6,-20,-70,100,5.4,1
6,10,130,30,5.3,0
6,-10,160,60,6.2,1
6,-10,160,40,5.8,1
6,50,-130,30,5.3,0
6,-10,160,50,5.5,1
6,0,150,50,5.1,0
6,-30,-180,50,5.4,1
6,50,-180,50,5.2,0
6,-20,170,20,5.1,0
6,50,160,30,5.1,0
6,10,130,30,6.4,1
6,10,130,30,5.3,0
6,20,-100,50,6.4,1
6,50,150,30,5,0
6,-20,170,40,5.2,0
6,-20,170,10,5.6,1
6,-10,130,70,5,0
6,-10,150,30,5.4,1
6,-30,-70,100,5,0
6,-10,140,110,5.4,1
6,30,100,30,5.9,1
6,50,80,0,5.4,1
6,-10,130,30,5.1,0
6,-10,130,30,5.6,1
6,-10,150,20,5.5,1
6,20,120,40,5.1,0
6,-30,-10,30,5.3,0
6,-10,150,110,5,0
6,50,160,40,5,0
6,-10,-110,30,5,0
6,-30,-10,30,5.1,0
6,20,-60,40,5.3,0
6,40,80,30,5.3,0
6,-10,160,50,5.4,1
6,40,150,20,5.1,0
6,-20,-170,30,5,0
6,40,20,10,5.5,1
6,-30,-180,40,5.2,0
6,-20,-170,30,5.4,1
6,0,150,30,5,0
6,0,130,30,5.7,1
6,0,130,30,5.1,0
6,20,-70,50,5.4,1
6,-20,-80,30,5.6,1
6,20,-100,60,5,0
6,50,-170,10,5.1,0
6,50,160,30,5.2,0
6,0,140,30,6.3,1
6,10,140,50,5.1,0
6,50,160,30,5.4,1
6,20,150,30,5.1,0
6,40,140,30,5.4,1
6,0,-10,30,5.6,1
6,-30,-180,30,5,0
6,-10,150,30,5.1,0
6,0,140,30,5,0
6,20,-70,60,5.1,0
6,-10,150,40,5,0
6,-10,160,70,5.4,1
6,60,-150,50,5.2,0
6,50,10,20,6.1,1
6,-10,100,80,5.3,0
6,0,130,100,5.2,0
6,20,150,30,5.2,0
6,-30,-180,30,5.6,1
6,-20,-80,30,5.6,1
6,-20,-80,30,5.7,1
6,0,150,30,5.4,1
6,0,150,30,5.3,0
6,-10,160,50,5.1,0
6,-20,170,120,5.3,0
6,-20,70,30,6.1,1
6,30,130,40,5.8,1
6,-20,170,20,5.3,0
6,0,100,30,7,1
6,0,100,20,5.2,0
6,0,100,30,5.2,0
6,0,100,30,5.2,0
6,40,60,10,5.3,0
6,0,100,30,5.3,0
6,0,100,50,5.2,0
6,0,100,30,5.8,1
6,0,100,30,5.2,0
6,0,100,40,5.3,0
6,0,100,30,5.3,0
6,10,60,30,5,0
6,0,140,30,5.3,0
6,0,140,30,5.8,1
6,20,90,20,5.3,0
6,-60,-30,60,5.8,1
6,-10,130,140,5.3,0
6,0,100,30,5.5,1
6,10,130,150,5,0
6,40,20,30,5.4,1
6,30,140,430,5.5,1
6,40,80,30,5,0
6,-10,140,30,7.1,1
6,0,140,30,5.9,1
6,-10,140,30,5.3,0
6,-10,170,210,5,0
6,0,130,40,5,0
6,0,130,20,5.2,0
6,0,130,30,6.5,1
6,-10,140,30,5.1,0
6,-20,-70,190,5.3,0
6,-20,-180,580,5.2,0
6,-10,140,30,5.9,1
6,-30,-180,40,5.1,0
6,-10,140,50,5.2,0
6,-10,150,120,5.6,1
6,0,100,30,5.3,0
6,-10,140,30,5.1,0
6,-20,-180,560,5,0
6,-10,140,30,5.2,0
6,-10,160,50,5,0
6,-20,-180,600,5,0
6,-30,-180,30,5.2,0
6,20,140,290,5.4,1
6,0,140,30,5,0
6,-30,-180,50,6.1,1
6,-10,140,20,5.1,0
6,40,80,30,5,0
6,0,100,140,5.5,1
7,20,-60,40,5.1,0
7,-30,30,30,5.9,1
7,20,-110,30,5.2,0
7,-40,180,40,5.2,0
7,-10,140,50,5.1,0
7,-10,110,100,5.1,0
7,0,130,80,5,0
7,40,150,20,5.1,0
7,20,-70,60,5,0
7,30,140,50,5,0
7,-20,170,120,5.2,0
7,20,100,30,5.4,1
7,-20,170,60,5.4,1
7,0,130,50,5.2,0
7,50,80,0,5.8,1
7,-10,140,40,5,0
7,-30,-180,200,5.3,0
7,-20,-170,90,5.2,0
7,-20,170,20,5.4,1
7,40,140,20,5.1,0
7,0,130,60,5,0
7,-30,180,510,5.4,1
7,0,130,90,5.5,1
7,50,-180,50,5.2,0
7,-50,-120,30,5.7,1
7,-10,-170,50,5.1,0
7,-10,150,20,5.6,1
7,0,-100,30,5,0
7,40,140,60,5.4,1
7,30,140,50,5,0
7,-30,-180,340,5.3,0
7,-10,150,50,5.1,0
7,-20,-180,540,5.1,0
7,30,140,30,5.1,0
7,0,130,80,5.2,0
7,0,130,80,5.1,0
7,-10,140,40,5.3,0
7,30,130,60,5.3,0
7,10,140,90,5.4,1
7,40,70,30,5.2,0
7,50,150,390,5.8,1
7,30,70,30,5.3,0
7,-10,130,290,5.2,0
7,-20,-140,0,5,0
7,10,130,50,5,0
7,-20,70,30,5.4,1
7,0,100,60,5.1,0
7,10,-80,20,6.7,1
7,10,-80,30,5.7,1
7,10,-80,0,7,1
7,10,-80,30,5.5,1
7,10,-80,10,5.4,1
7,10,-80,30,5,0
7,10,-80,30,5.2,0
7,-30,-180,40,5.3,0
7,10,-80,20,5,0
7,10,-80,20,5,0
7,10,-80,30,5.3,0
7,10,-80,30,5.2,0
7,-30,-180,30,5.1,0
7,70,0,30,5.3,0
7,70,0,30,5,0
7,10,-80,30,5.6,1
7,-20,-120,30,5.1,0
7,40,140,70,5,0
7,-10,120,40,6.5,1
7,-10,120,30,5.9,1
7,10,-80,30,5.1,0
7,-40,40,30,5.1,0
7,20,-60,30,5,0
7,10,-80,30,5.3,0
7,10,-80,30,5.1,0
7,50,10,30,5.1,0
7,-30,-180,10,5,0
7,0,100,20,5,0
7,10,130,140,5.2,0
7,-30,-70,60,5.4,1
7,30,140,30,5,0
7,10,-80,30,5.5,1
7,-10,-10,30,5.3,0
7,10,-80,20,5.1,0
7,-10,140,30,5.6,1
7,20,-110,70,5.2,0
7,0,150,50,6.6,1
7,0,150,60,5.2,0
7,-10,140,30,5,0
7,0,140,90,5.1,0
7,-20,-180,600,5,0
7,50,160,30,5.1,0
7,-20,-110,30,5.8,1
7,-10,100,30,5.8,1
7,-10,140,30,5.1,0
7,-60,-30,30,5.4,1
7,-20,-110,30,5,0
7,10,140,30,5.1,0
7,-30,-180,370,5.2,0
7,10,-80,30,5.1,0
7,-10,150,70,5.3,0
7,30,100,10,6.3,1
7,40,140,40,5,0
7,50,150,80,5.3,0
7,-10,140,30,5.3,0
7,10,-80,10,5.1,0
7,-10,130,190,5.4,1
7,30,100,30,5,0
7,50,80,0,5.1,0
7,-40,-80,30,5,0
7,-30,-180,60,5.4,1
7,-30,-110,20,5.3,0
7,0,100,30,5.2,0
7,0,150,40,5.9,1
7,-30,-110,30,5.6,1
7,50,150,30,5.1,0
7,-60,-30,30,5.6,1
7,10,-80,30,5.4,1
7,-10,140,30,5.6,1
7,-10,150,30,5.1,0
7,-10,160,50,5,0
7,10,120,30,5.3,0
7,-20,-110,30,6.2,1
7,10,120,30,6.2,1
7,10,120,30,5.3,0
7,-10,140,30,5.2,0
7,10,120,30,5.2,0
7,10,120,30,5.3,0
7,10,120,30,5.3,0
7,10,120,30,5.1,0
7,70,0,30,5.1,0
7,70,-20,30,5.2,0
7,10,90,30,5.3,0
7,-20,170,280,5.2,0
7,40,120,20,7.5,1
7,40,120,30,5.4,1
7,40,120,30,5,0
7,40,120,30,5.1,0
7,0,130,70,5,0
7,40,120,30,5.1,0
7,40,120,30,7.4,1
7,40,120,10,5.3,0
7,-30,-180,40,5.1,0
7,-20,170,10,6,1
7,-20,170,40,5.7,1
7,0,120,140,5,0
7,40,70,50,6.1,1
7,-20,170,40,5,0
7,40,50,20,6.1,1
7,-60,-30,100,5.8,1
7,40,120,40,5.1,0
7,-20,-110,30,5.1,0
7,50,50,0,5.9,1
7,10,-80,30,5.2,0
7,-20,170,30,5,0
7,-10,70,30,5.1,0
7,40,120,10,5.1,0
7,-10,150,80,5.3,0
7,40,120,30,5.4,1
7,-60,-60,30,5.1,0
7,-30,-180,20,6.2,1
7,-20,-180,560,5.1,0
7,-30,-180,60,5.2,0
7,-50,-10,30,5.3,0
7,-30,-70,70,5.2,0
8,0,100,80,5,0
8,0,130,60,5.1,0
8,40,70,60,5.3,0
8,-20,-170,30,5.3,0
8,-10,150,130,5.3,0
8,-20,170,50,6.9,1
8,-20,170,50,5,0
8,50,160,30,5,0
8,-20,170,10,5,0
8,0,140,30,5.1,0
8,-10,150,70,5,0
8,40,80,30,5.2,0
8,-40,-20,30,5,0
8,-30,-70,120,5,0
8,-20,-180,600,5.1,0
8,-40,-10,30,5.8,1
8,30,140,440,5.4,1
8,-10,170,220,5,0
8,50,150,10,5.2,0
8,10,90,110,5.6,1
8,-30,-180,30,5.1,0
8,10,-90,70,5.2,0
8,-20,-70,110,5.1,0
8,50,150,20,5.2,0
8,-40,-180,30,5.5,1
8,-10,-80,60,5.2,0
8,40,140,50,5.3,0
8,30,130,30,5,0
8,-20,170,40,5.1,0
8,40,120,30,5.1,0
8,-20,-180,30,5.6,1
8,10,-90,80,5.2,0
8,0,-80,30,5.6,1
8,-20,170,60,5.1,0
8,0,-90,30,5,0
8,-10,160,40,5.5,1
8,40,150,50,5,0
8,10,130,30,5.2,0
8,0,120,360,5.8,1
8,30,100,30,6.4,1
8,50,140,300,5,0
8,-30,-180,30,5,0
8,10,120,40,5.1,0
8,20,150,40,5,0
8,60,160,30,5.1,0
8,50,150,30,5.1,0
8,-20,-70,60,5.2,0
8,10,130,140,5.1,0
8,-30,180,510,5.4,1
8,0,130,40,5.3,0
8,0,-20,30,5.2,0
8,50,-180,70,5.1,0
8,50,160,50,5.3,0
8,30,100,20,6.9,1
8,30,100,30,5,0
8,10,120,30,7.9,1
8,10,120,30,5.8,1
8,10,120,30,5.1,0
8,10,120,30,5.6,1
8,10,120,50,5.4,1
8,10,120,30,5,0
8,10,120,40,5,0
8,60,160,30,5,0
8,10,120,30,5.2,0
8,10,120,30,5,0
8,10,120,30,5.8,1
8,10,120,30,5,0
8,10,120,60,5.1,0
8,10,130,30,6,1
8,10,120,30,5,0
8,10,130,70,5,0
8,10,120,20,6.8,1
8,10,120,30,5.5,1
8,-20,-70,100,5.1,0
8,10,120,30,5.1,0
8,10,120,40,5.1,0
8,10,120,10,5.6,1
8,10,120,50,5.4,1
8,10,120,40,5,0
8,10,120,70,5,0
8,10,-80,50,5,0
8,10,120,60,5.1,0
8,-10,150,60,5.1,0
8,10,120,60,5.2,0
8,40,140,30,5.1,0
8,40,30,170,5.1,0
8,0,130,30,5.4,1
8,-30,-180,30,5.6,1
8,10,120,50,5.2,0
8,10,120,60,5.2,0
8,10,120,30,5.3,0
8,10,120,30,5.6,1
8,10,120,60,5,0
8,10,120,30,5.1,0
8,-30,-180,20,5.7,1
8,10,120,50,5.1,0
8,10,120,50,5.2,0
8,10,120,30,5.7,1
8,-10,160,90,5.3,0
8,-30,60,30,5.1,0
8,-30,-180,20,5,0
8,40,30,0,5,0
8,-30,-180,30,5.3,0
8,-30,-180,0,5.8,1
8,-40,-90,30,5,0
8,30,100,30,5.4,1
8,-10,150,30,5.1,0
8,10,120,30,5.3,0
8,10,120,20,5.5,1
8,-20,-170,60,5.2,0
8,-20,-180,220,5.3,0
8,50,150,50,5.5,1
8,10,120,30,5.1,0
8,-20,-70,80,5.6,1
8,10,120,60,5,0
8,-10,130,120,6,1
8,-10,-110,30,5.3,0
8,10,120,70,5.4,1
8,10,120,70,5.1,0
8,0,100,50,5.1,0
8,10,120,60,5,0
8,10,120,60,5,0
8,30,100,30,6.4,1
8,-10,140,140,5.4,1
8,60,-150,140,5.5,1
8,-10,170,30,5.9,1
8,30,100,30,6.7,1
8,10,120,60,5.8,1
8,0,120,120,5.1,0
8,10,-60,70,5.1,0
8,40,0,20,5.4,1
8,-30,-70,10,5.6,1
8,10,120,20,5.6,1
8,40,-120,0,5.3,0
8,40,150,30,5,0
8,50,-180,150,5.1,0
8,50,80,0,5.8,1
8,-20,-170,30,5.2,0
8,-30,-70,50,5,0
8,50,-180,40,5,0
8,-10,-80,60,5.1,0
8,-10,30,30,5.2,0
8,0,130,30,5.5,1
8,-30,-110,30,5.6,1
8,10,120,30,5.2,0
8,-40,-80,30,5.1,0
8,0,100,50,5.1,0
8,30,120,120,5,0
8,-30,-180,70,5.6,1
8,10,120,30,5.3,0
8,-20,180,570,5.1,0
8,0,150,50,5.9,1
8,10,120,30,5.4,1
8,-60,-30,50,5.9,1
8,40,120,30,5.3,0
8,40,120,100,5.2,0
8,-30,-180,60,5.4,1
8,-30,-70,20,5.2,0
8,-30,-180,50,5.9,1
9,30,100,20,5.1,0
9,10,130,30,5.1,0
9,-20,-180,600,5,0
9,40,70,110,5,0
9,-20,170,80,5.7,1
9,10,120,10,5,0
9,10,-90,80,5,0
9,10,120,50,5,0
9,10,120,20,5.1,0
9,-10,140,50,5.4,1
9,30,100,30,5.2,0
9,-30,-70,120,5.1,0
9,-20,-70,60,5.2,0
9,40,70,40,5.1,0
9,30,120,40,5.1,0
9,20,140,30,5,0
9,-30,-180,30,5,0
9,-10,170,10,5.4,1
9,-10,160,80,5.6,1
9,-20,170,40,5,0
9,60,-150,120,5.4,1
9,-10,120,340,5.2,0
9,10,130,70,5,0
9,-30,-180,60,5.1,0
9,30,50,40,5.1,0
9,20,-100,90,5.3,0
9,-10,120,70,5.6,1
9,40,40,20,5.1,0
9,10,120,30,5.4,1
9,30,50,40,5,0
9,-10,130,210,5.7,1
9,50,10,10,5.2,0
9,-20,-70,190,5.5,1
9,10,100,30,5.5,1
9,-10,170,70,5.3,0
9,40,140,20,5,0
9,-10,170,170,5.3,0
9,-10,160,50,5,0
9,-20,170,110,5.5,1
9,40,70,70,5.1,0
9,0,100,180,5.1,0
9,0,130,60,5.9,1
9,0,130,80,5,0
9,10,120,30,5.3,0
9,-40,-90,30,5.3,0
9,-30,-70,50,5.3,0
9,-10,170,70,5.3,0
9,30,80,20,5.4,1
9,-10,-110,30,5,0
9,80,10,10,5.2,0
9,20,120,20,5.3,0
9,-10,170,170,5.5,1
9,-40,-90,30,5.2,0
9,10,130,10,5.2,0
9,0,120,160,5,0
9,10,130,70,5,0
9,-10,150,20,5.2,0
9,30,140,130,5.1,0
9,20,120,30,5.1,0
9,10,120,50,5.5,1
9,10,120,30,5,0
9,-20,-170,30,5.1,0
9,10,120,30,5.3,0
9,-10,150,120,5.2,0
9,50,10,20,5.5,1
9,50,10,20,5.4,1
9,50,10,10,5.1,0
9,-30,-120,30,5.3,0
9,-30,-120,30,5.3,0
9,-30,-120,30,5,0
9,-30,-180,30,5.1,0
9,50,160,150,5,0
9,-20,-70,170,5.6,1
9,-20,170,270,5.2,0
9,10,120,40,5,0
9,-30,-120,30,5.2,0
9,-30,-120,30,5,0
9,-20,180,520,5,0
9,-30,-180,60,5.5,1
9,30,90,80,5.5,1
9,-20,-70,100,5,0
9,20,150,200,5,0
9,-30,-120,30,5.7,1
9,0,130,60,5.5,1
9,-10,170,50,5.1,0
9,0,140,80,5.8,1
9,30,50,20,5.2,0
9,60,170,30,5.3,0
9,50,10,10,6,1
9,40,140,20,5,0
9,50,10,20,5.9,1
9,-30,180,450,5.1,0
9,-20,-180,610,5.1,0
9,80,0,20,5.7,1
9,-50,130,30,5,0
9,-10,150,20,5.9,1
9,-30,180,450,5,0
9,-10,150,100,5.4,1
9,10,120,30,5,0
9,-10,150,60,5.3,0
9,0,130,50,5.5,1
9,-10,150,30,5.1,0
9,-30,-180,30,5.1,0
9,-30,-120,30,5.1,0
9,10,-80,10,5.2,0
9,-10,30,30,5.7,1
9,20,-100,60,5.6,1
9,10,120,50,5.1,0
9,-30,-120,30,5,0
9,30,100,40,5,0
9,-30,-120,30,5.1,0
9,-20,-180,580,5.3,0
9,0,130,80,5.4,1
9,0,130,130,5.1,0
9,10,130,30,5,0
9,0,130,90,5.2,0
9,-10,130,310,5.4,1
9,50,150,60,6.1,1
9,50,-180,40,5.1,0
9,20,140,130,5.2,0
9,10,120,130,5.2,0
9,-30,-180,30,5.4,1
9,-50,-10,30,5.7,1
9,40,110,30,5.7,1
9,-10,150,90,5.5,1
9,0,130,40,5.2,0
9,10,130,70,5.2,0
9,0,140,30,5.3,0
9,0,-30,30,5,0
9,10,130,70,5,0
9,10,120,50,5.7,1
9,10,120,30,5.2,0
9,-20,-180,510,5.4,1
9,40,120,40,5,0
9,-20,170,20,5,0
9,-10,130,180,5.1,0
9,-20,-180,570,5.2,0
9,-30,-120,30,5.5,1
9,40,0,10,5.6,1
9,-30,-70,20,5,0
9,-50,30,40,5,0
9,-30,-180,40,5.3,0
9,30,140,200,5,0
9,-20,-70,130,5,0
9,-60,150,30,5,0
9,-10,160,60,5.1,0
9,30,80,30,5,0
9,70,60,0,5.8,1
9,30,80,30,5,0
9,20,140,20,5.2,0
9,20,-80,30,5.2,0
9,-20,-180,30,5.4,1
9,10,-80,20,5.1,0
9,10,120,50,5.2,0
9,10,120,40,6,1
9,-20,-70,130,5.3,0
9,40,-130,30,5.2,0
9,10,130,60,5.3,0
9,-10,150,40,5.1,0
9,-30,-180,30,6.5,1
10,-20,-180,380,5.3,0
10,40,80,80,5.2,0
10,0,130,30,5.5,1
10,50,30,150,5.2,0
10,-60,-30,30,5.6,1
10,20,140,30,5.1,0
10,-40,-180,30,5.5,1
10,-40,-70,40,5.1,0
10,-40,-180,30,5.1,0
10,40,70,50,5.1,0
10,-10,160,60,5.5,1
10,-10,100,30,5.5,1
10,-30,-180,30,5.5,1
10,20,-100,20,5.1,0
10,0,-80,60,5.1,0
10,-10,40,30,5.1,0
10,-30,180,500,5,0
10,-30,-180,20,5.5,1
10,0,-80,30,5.2,0
10,-10,150,20,6.3,1
10,40,120,30,5.2,0
10,30,140,470,5,0
10,0,-80,30,5.7,1
10,40,140,80,5.6,1
10,20,140,170,5.2,0
10,-30,180,430,5.2,0
10,-10,-10,30,5.1,0
10,10,120,10,5.1,0
10,-10,-10,30,5.1,0
10,30,120,80,5,0
10,40,120,30,5,0
10,-30,-120,30,5.1,0
10,0,-80,50,5,0
10,-20,180,570,5.1,0
10,-20,-70,220,5.1,0
10,50,160,70,5.2,0
10,-20,-180,600,5,0
10,20,120,60,5.7,1
10,50,150,30,5.1,0
10,20,100,30,5,0
10,10,-90,90,5.3,0
10,-10,-80,60,5.1,0
10,0,130,40,5.5,1
10,50,150,40,5.2,0
10,0,130,50,5,0
10,40,150,20,5.1,0
10,0,100,50,5.4,1
10,-20,-180,400,5.3,0
10,-10,160,110,6,1
10,30,140,30,5.1,0
10,20,100,30,5,0
10,40,70,100,5,0
10,-40,-70,30,5.1,0
10,-60,-160,30,5.2,0
10,-10,150,70,5.1,0
10,-50,20,30,5,0
10,30,130,40,5.3,0
10,-10,160,60,5,0
10,20,-60,50,5,0
10,30,50,10,5.1,0
10,40,60,30,5.1,0
10,50,180,30,5,0
10,10,-40,30,5.1,0
10,-30,-180,30,5.7,1
10,10,120,60,5,0
10,10,120,80,5.2,0
10,10,-40,30,5.1,0
10,30,50,20,5.1,0
10,-30,-180,100,5.3,0
10,-10,-80,60,5.3,0
10,50,-110,0,5.3,0
10,50,-110,10,5.3,0
10,-20,-180,600,5.5,1
10,30,140,70,5.4,1
10,70,60,0,5.1,0
10,40,70,110,5,0
10,60,-150,20,5,0
10,-10,130,490,5.2,0
10,-20,170,20,5,0
10,-60,-160,30,5.3,0
10,-20,-70,60,5.1,0
10,50,-170,40,5.4,1
10,-30,180,610,5.1,0
10,0,150,120,5.6,1
10,10,120,30,5.6,1
10,-30,-180,100,5.2,0
10,60,-150,30,5.5,1
10,-20,-180,570,5.1,0
10,10,-80,40,5,0
10,-10,150,110,5.5,1
10,30,90,60,5.1,0
10,-10,-10,50,5,0
10,-60,-20,30,5.3,0
10,10,130,70,5.4,1
10,-10,130,30,5,0
10,-10,150,70,5,0
10,-50,30,30,5,0
10,60,-150,60,5,0
10,-10,150,50,5,0
10,30,60,50,5.1,0
10,50,0,30,5.5,1
10,-60,-30,90,5.1,0
10,-20,-180,570,5,0
10,-20,180,660,5,0
10,30,130,120,5,0
10,-20,-70,40,5.3,0
10,50,150,120,5.3,0
10,10,130,90,5.8,1
10,-30,-180,40,5,0
10,0,130,80,5,0
10,10,-70,120,5.1,0
10,-20,-180,330,5.1,0
10,10,130,30,5.2,0
10,30,140,30,5,0
10,-20,-70,90,5.3,0
10,50,150,140,5.2,0
10,-10,140,30,7.1,1
