month,latitude,longitude,depth,mag,mag_avg
12,20,-100,20,5.1,0
12,20,120,30,5.3,0
12,10,120,30,5,0
12,0,130,30,5.5,1
12,20,-100,20,5.5,1
12,40,150,30,5.2,0
12,40,60,30,5.3,0
12,0,130,60,5.7,1
12,-10,160,20,6.1,1
12,10,130,100,5,0
12,-10,-80,30,5.6,1
12,50,-30,10,5,0
12,-40,180,30,6.5,1
12,0,120,30,5,0
12,0,140,110,5.8,1
12,60,-150,40,5.2,0
12,-30,-180,30,5.8,1
12,-10,100,30,5.4,1
12,-20,-180,550,5.7,1
12,40,140,10,5.3,0
12,40,150,30,5.1,0
12,-30,-110,10,5.2,0
12,20,-90,30,5.2,0
12,-40,-110,10,5,0
12,-50,140,10,5.7,1
12,-20,-180,580,5.5,1
12,40,150,30,5.2,0
12,10,120,30,5.3,0
12,10,130,20,5,0
12,-10,100,40,5.5,1
12,-20,-180,210,5.1,0
12,10,120,30,5.1,0
12,0,130,40,5.1,0
12,20,120,20,5.1,0
12,-10,170,30,5.3,0
12,-10,130,30,5.4,1
12,-10,150,130,5.4,1
12,40,70,30,5.3,0
12,50,160,60,5.2,0
12,0,140,30,5.3,0
12,-30,-180,70,5.5,1
12,50,-170,30,5.3,0
12,10,-90,30,5.1,0
12,20,150,30,5.3,0
12,-20,-70,10,5.4,1
12,40,70,230,5.4,1
12,-50,-90,10,5.1,0
12,-30,180,210,6.4,1
12,30,140,30,5.2,0
12,50,150,70,5.6,1
12,20,150,30,5.5,1
12,-10,120,70,5.1,0
12,40,140,30,7.8,1
12,40,90,30,5.2,0
12,40,140,30,5.7,1
12,40,140,30,5.7,1
12,40,140,30,5.3,0
12,40,140,30,5.6,1
12,40,140,30,5.2,0
12,40,140,30,5.7,1
12,40,140,30,5.2,0
12,40,140,20,5.2,0
12,40,140,10,6.4,1
12,40,140,30,5.3,0
12,40,140,30,5.7,1
12,10,120,160,5.4,1
12,40,140,30,5,0
12,10,-80,30,5.1,0
12,40,140,40,5.3,0
12,40,140,20,6.2,1
12,40,140,30,5.4,1
12,40,140,40,5.4,1
12,40,140,30,5.1,0
12,-30,180,50,5.7,1
12,40,140,30,5.8,1
12,10,130,70,5,0
12,40,80,30,5.5,1
12,10,90,30,5.1,0
12,40,140,60,5.5,1
12,-10,100,60,5.4,1
12,40,140,30,5.1,0
12,30,100,30,5.1,0
12,40,140,30,5,0
12,40,140,30,5.3,0
12,20,150,220,6.3,1
12,20,140,260,5.1,0
12,40,140,30,5,0
12,-50,100,10,5.4,1
12,40,150,30,5.1,0
12,-10,100,100,5.1,0
12,0,150,30,5.5,1
12,-20,-180,170,5,0
12,20,110,30,5.3,0
12,40,140,30,5,0
12,40,140,40,6,1
12,0,130,90,5.2,0
12,40,140,80,5.1,0
12,20,150,30,5.3,0
1,40,140,20,6.5,1
1,-10,120,100,5.2,0
1,40,140,40,5.2,0
1,40,140,30,5.2,0
1,30,140,130,5.1,0
1,-10,170,30,5,0
1,-30,-60,550,5.1,0
1,40,140,30,5,0
1,40,140,30,5.3,0
1,-10,130,190,5.1,0
1,40,140,30,5.1,0
1,-60,-70,10,5.9,1
1,40,140,30,5,0
1,-20,-180,600,5.6,1
1,-60,-30,130,5.3,0
1,-30,180,30,5.3,0
1,10,140,140,5,0
1,50,-170,30,5.3,0
1,10,60,20,5,0
1,-60,-120,10,6,1
1,0,140,30,5.1,0
1,40,140,20,5.3,0
1,40,140,30,5,0
1,40,150,50,5.3,0
1,40,140,30,5.2,0
1,40,140,30,5.2,0
1,-20,170,30,5.7,1
1,-20,170,140,5.1,0
1,50,180,30,5.3,0
1,-60,-30,30,5.5,1
1,40,140,20,5.4,1
1,-40,170,70,5.1,0
1,-60,-30,30,5.4,1
1,10,130,30,5.8,1
1,40,140,30,7,1
1,40,140,40,5.1,0
1,40,140,30,6,1
1,0,-80,170,5.4,1
1,40,140,30,5.2,0
1,0,130,100,5.2,0
1,-10,-70,150,5.3,0
1,40,70,210,5.4,1
1,-30,-180,70,5.3,0
1,-10,150,160,5.2,0
1,40,140,40,5,0
1,-20,-170,50,5.1,0
1,40,140,30,6,1
1,0,-90,10,5.6,1
1,50,150,30,5.2,0
1,20,120,30,5.2,0
1,-20,-70,170,5.1,0
1,20,110,30,5.5,1
1,0,-90,10,5.1,0
1,-10,-170,30,5.2,0
1,40,140,30,5,0
1,40,140,30,5,0
1,-30,-180,30,5.1,0
1,-10,-70,170,5.4,1
1,-20,-180,590,5.6,1
1,10,130,160,5.1,0
1,40,140,60,5.6,1
1,0,-90,30,5.6,1
1,0,150,30,5.1,0
1,40,150,30,6,1
1,30,140,30,5.1,0
1,-10,110,80,5.2,0
1,0,130,60,5.4,1
1,40,150,30,5.6,1
1,-10,150,90,5,0
1,40,140,30,5.4,1
1,-30,-180,210,5.7,1
1,0,130,20,5.1,0
1,-30,-70,10,5.2,0
1,0,150,30,5.2,0
1,-30,-180,30,5,0
1,-20,180,30,5.3,0
1,-10,100,40,5.1,0
1,40,140,30,5.1,0
1,30,130,50,5.6,1
1,-30,-70,120,5.1,0
1,-10,150,60,6,1
1,50,180,30,5.7,1
1,50,180,30,5.1,0
1,50,180,30,6.3,1
1,-40,-110,10,5.2,0
1,40,140,10,5,0
1,40,140,20,6.9,1
1,50,-130,10,5,0
1,-20,-180,630,6.3,1
1,20,-70,90,5,0
1,-20,-170,30,5.2,0
1,-20,170,40,5.5,1
1,10,-70,20,6.5,1
1,40,150,40,5.6,1
1,-10,-110,10,5.4,1
1,-10,130,160,5.9,1
1,0,140,30,5.3,0
1,30,-40,10,5.2,0
1,10,130,130,5.2,0
1,40,150,60,5.6,1
1,-10,160,30,5.8,1
1,10,-70,30,5.2,0
1,10,-90,70,5.7,1
1,10,40,10,5,0
1,-30,-180,30,5.1,0
1,0,130,60,5.9,1
1,-10,130,180,5.6,1
1,10,-70,30,5.3,0
1,40,150,60,6.3,1
1,0,130,40,6.2,1
1,40,140,30,5.4,1
1,50,150,60,5.1,0
1,50,150,120,5.1,0
1,0,130,30,5.2,0
1,-20,-180,500,5.7,1
1,-30,180,120,5.2,0
1,40,-30,20,5.1,0
1,-30,-180,80,5.5,1
1,10,-70,20,5.7,1
1,20,100,30,5.1,0
1,-30,-180,30,5.8,1
1,-30,-180,30,5.6,1
1,50,-180,30,5.2,0
1,-20,180,570,5.2,0
1,30,60,30,5,0
1,-10,150,20,6.2,1
1,60,-160,30,5.1,0
1,-10,-170,30,5,0
1,-30,-180,50,5.7,1
1,40,70,110,5.2,0
1,-30,-180,50,5.5,1
1,-10,150,80,5.1,0
1,10,-90,60,5.5,1
1,-10,130,30,5.2,0
1,-30,-180,100,5.3,0
1,10,-90,70,5.5,1
1,0,140,30,5.1,0
1,0,140,40,5.4,1
1,0,130,20,6.8,1
1,40,140,10,5,0
1,-30,-180,70,5,0
1,40,150,50,5.6,1
1,-10,130,50,5.1,0
1,50,150,30,5.1,0
1,-10,120,30,5,0
1,30,140,70,5.6,1
1,50,-120,20,5.1,0
1,40,70,110,5.3,0
1,40,40,30,5.2,0
1,20,90,30,5,0
1,0,130,20,5.1,0
1,0,130,30,5.2,0
1,-10,130,30,5.2,0
2,-40,-20,10,5.5,1
2,0,130,10,5.4,1
2,50,150,70,5.3,0
2,10,-40,10,5.8,1
2,-20,-180,690,5,0
2,-10,170,30,5.3,0
2,-10,150,60,6,1
2,40,-30,10,5.2,0
2,0,130,60,5.3,0
2,40,-110,0,5.3,0
2,-60,160,10,6.4,1
2,0,140,30,5.2,0
2,-30,-180,30,5.3,0
2,-10,70,10,5.5,1
2,-20,-70,140,5,0
2,0,120,50,5,0
2,-20,-170,30,5.3,0
2,0,130,80,5.2,0
2,-40,180,20,7.1,1
2,10,-80,10,6,1
2,50,150,30,5,0
2,-40,180,30,5.6,1
2,-40,180,30,5.9,1
2,40,140,60,5.7,1
2,-40,180,30,5.9,1
2,-40,180,30,5.6,1
2,0,150,30,5.1,0
2,-40,180,30,5,0
2,-40,180,30,5.2,0
2,-10,130,110,5.1,0
2,-50,-80,30,5.3,0
2,-40,180,30,5.2,0
2,-40,180,30,5.2,0
2,0,130,40,5,0
2,-10,150,80,5.1,0
2,0,-80,70,6.4,1
2,-40,180,30,5.1,0
2,-40,180,30,5.7,1
2,-30,-180,110,5.2,0
2,-40,-180,30,5,0
2,-40,180,30,5.3,0
2,-40,180,30,6.5,1
2,-10,130,30,5.4,1
2,-30,-110,10,5.6,1
2,-10,170,40,5.6,1
2,-10,170,140,5.2,0
2,20,120,50,5.2,0
2,-20,-70,120,5.6,1
2,10,-80,10,5.7,1
2,-40,180,20,5.4,1
2,-10,-80,20,5.6,1
2,0,120,620,5.1,0
2,60,-150,110,5.6,1
2,-20,170,30,5.2,0
2,-10,120,160,5,0
2,-50,130,10,5.4,1
2,0,130,30,5.3,0
2,-40,180,30,6,1
2,0,130,10,6.3,1
2,0,130,20,5.9,1
2,0,130,20,6.3,1
2,0,130,30,5,0
2,0,130,30,5,0
2,0,130,30,5.1,0
2,0,130,30,5.2,0
2,0,130,10,5.6,1
2,0,130,20,5.7,1
2,0,130,10,6.7,1
2,0,130,30,5.1,0
2,0,130,30,5.3,0
2,0,130,20,5.5,1
2,0,130,20,5.2,0
2,0,130,20,5.2,0
2,40,150,30,5.9,1
2,40,150,30,5,0
2,50,150,30,5.4,1
2,30,140,420,5.5,1
2,-20,-70,150,6,1
2,-30,-180,30,5.4,1
2,-40,180,30,5.2,0
2,-10,120,30,5.3,0
2,-40,180,30,5.3,0
2,0,130,30,5.3,0
2,50,-30,10,5.3,0
2,-10,-80,20,5,0
2,30,90,40,5.5,1
2,60,-150,10,5,0
2,10,120,150,5,0
2,50,150,350,5.5,1
2,0,130,20,5.3,0
2,-20,-170,30,5.2,0
2,0,130,110,5.1,0
2,10,130,80,6,1
2,40,-130,10,6.8,1
2,0,130,30,5.5,1
2,40,150,30,5.8,1
2,-10,130,120,5.1,0
2,-40,-80,10,5.2,0
2,-30,80,10,5.5,1
2,-10,130,100,5.4,1
2,20,120,30,5,0
2,40,70,40,5.1,0
2,-10,160,30,5.3,0
2,40,70,30,5.3,0
2,50,150,30,6.2,1
2,40,150,30,5,0
2,-10,130,30,5.2,0
2,-20,-70,110,5.4,1
2,20,120,40,6.2,1
2,40,140,10,6.2,1
2,0,130,40,5.1,0
2,40,140,30,6.1,1
2,0,130,10,5.3,0
2,40,30,10,5.9,1
2,0,130,30,5.2,0
2,20,150,120,5.2,0
2,40,30,10,5.3,0
2,-10,110,90,5,0
2,-10,110,40,5.1,0
2,-10,170,30,5.2,0
2,30,130,100,5.1,0
2,0,70,10,5.1,0
2,-20,-180,570,5.7,1
2,-30,-110,10,5.6,1
2,40,150,60,5,0
2,0,100,50,5.4,1
2,0,130,30,5,0
2,-10,130,30,5,0
2,-40,180,30,5.2,0
2,60,170,30,5,0
2,0,130,30,5,0
2,-10,130,130,5.3,0
2,50,-40,10,5.1,0
2,50,-40,10,5.1,0
2,0,130,30,5.3,0
2,10,-80,20,6,1
2,10,-90,140,5.2,0
3,60,160,90,5.3,0
3,50,-40,10,5.3,0
3,0,130,30,5,0
3,-10,150,110,5.1,0
3,-20,-180,20,5.9,1
3,-10,160,40,5.7,1
3,-10,160,30,5.6,1
3,-30,-110,10,5.4,1
3,40,140,30,5.1,0
3,-10,150,70,5.1,0
3,-10,-10,10,5.4,1
3,-20,170,250,5,0
3,-20,-170,30,5.1,0
3,0,130,60,5.2,0
3,0,120,20,6.1,1
3,20,-60,10,6.2,1
3,40,150,50,5,0
3,20,120,30,5.4,1
3,80,0,10,5.1,0
3,50,140,350,5.7,1
3,-10,-130,10,5.4,1
3,40,150,30,5.9,1
3,40,140,50,5.1,0
3,40,140,30,5.2,0
3,-10,150,220,6,1
3,-10,170,30,5.4,1
3,20,140,110,5.1,0
3,-20,-170,90,5.2,0
3,0,130,10,5.8,1
3,20,120,30,5.2,0
3,-40,-70,20,5.1,0
3,0,100,30,5.5,1
3,-10,150,100,5.2,0
3,-20,-70,590,5.6,1
3,60,-160,40,6.2,1
3,20,120,30,5.4,1
3,-30,-70,110,5.1,0
3,-20,-180,180,5.7,1
3,40,140,30,5,0
3,40,140,20,5.1,0
3,-10,170,30,5.5,1
3,-10,160,20,5.1,0
3,30,140,100,5.3,0
3,40,90,20,5.2,0
3,-10,-110,10,5.5,1
3,40,150,50,5.3,0
3,-10,130,30,5.1,0
3,0,140,30,6.9,1
3,0,140,20,6.1,1
3,10,-80,40,5.3,0
3,0,140,30,5.2,0
3,0,140,30,5.1,0
3,-10,170,50,5,0
3,0,140,30,5.1,0
3,0,140,30,5.2,0
3,0,140,30,5,0
3,-60,-120,10,5.6,1
3,0,140,30,5.4,1
3,-10,120,230,5.8,1
3,0,120,60,5,0
3,-20,-180,640,5.5,1
3,-40,170,90,5.8,1
3,0,140,30,5.6,1
3,-10,160,30,5.4,1
3,-40,-70,40,5.5,1
3,-20,170,30,5.8,1
3,40,140,60,5.1,0
3,-60,160,10,5.6,1
3,-40,-70,40,5.5,1
3,10,-80,10,5.4,1
3,0,140,30,5.1,0
3,0,140,30,5.4,1
3,20,-50,10,5.1,0
3,-20,-180,110,5.6,1
3,30,120,50,5.1,0
3,0,130,30,5,0
3,40,150,50,5.1,0
3,-20,-80,30,5.2,0
3,-10,170,80,6.2,1
3,0,-80,90,5.6,1
3,60,-160,40,5.5,1
3,-60,-30,50,6.3,1
3,60,-160,30,5.3,0
3,10,140,30,5,0
3,-40,-100,10,5.5,1
3,-20,170,30,5.2,0
3,-10,150,70,5.3,0
3,50,140,320,5.8,1
3,10,140,170,5,0
3,-20,-180,70,5.7,1
3,0,140,30,5.3,0
3,40,140,350,6.2,1
4,50,160,30,6,1
4,40,140,10,5.4,1
4,-10,160,30,5.2,0
4,50,-160,30,5.1,0
4,20,150,60,5.2,0
4,0,-30,10,5.9,1
4,20,120,30,5.7,1
4,-30,180,500,5,0
4,20,120,30,5.4,1
4,-60,150,10,5.4,1
4,-20,-180,620,5.6,1
4,10,130,100,5.8,1
4,-10,160,40,5.4,1
4,10,140,20,5.2,0
4,30,-40,10,5.8,1
4,-10,170,220,5.1,0
4,-40,90,10,5.2,0
4,30,140,480,5.1,0
4,-10,110,80,5.1,0
4,10,130,40,5.4,1
4,-10,130,30,5.1,0
4,-30,-70,50,5.2,0
4,-10,150,100,5.1,0
4,-20,170,30,5.7,1
4,-60,-30,90,5.5,1
4,-30,-70,60,5.1,0
4,0,130,70,5.2,0
4,-20,-170,20,7.4,1
4,-20,-170,30,5.4,1
4,-20,-170,40,6.1,1
4,-20,-170,30,5,0
4,10,-80,30,5.1,0
4,50,160,40,5.5,1
4,20,140,270,6.2,1
4,-20,170,90,5.9,1
4,0,130,40,5.6,1
4,-20,-170,30,5.5,1
4,-20,-170,30,5.5,1
4,-60,-130,10,5.2,0
4,0,130,50,5.4,1
4,20,120,40,5.2,0
4,-30,-180,30,5.2,0
4,30,130,20,5.1,0
4,-30,-180,30,5.3,0
4,0,-80,50,5.1,0
4,-20,170,20,6.1,1
4,-10,170,640,6.2,1
4,40,150,60,5.3,0
4,10,-80,10,5.4,1
4,-20,-170,30,5,0
4,0,120,30,5.2,0
4,0,120,30,5.6,1
4,-20,-70,200,5.3,0
4,-60,-20,10,6.5,1
4,30,-100,20,5.7,1
4,-40,180,30,5.1,0
4,0,-80,160,5.5,1
4,-10,150,110,5.4,1
4,40,150,50,5.3,0
4,-20,-170,30,5.2,0
4,-10,160,20,5.6,1
4,-60,-30,30,5.5,1
4,30,-40,10,6.2,1
4,-10,170,50,5.5,1
4,-10,160,10,5.9,1
4,50,150,20,6.8,1
4,10,140,30,5.3,0
4,-50,-140,10,5.7,1
4,0,140,20,6.1,1
4,50,150,30,5.6,1
4,40,150,30,5.8,1
4,10,130,90,6.6,1
4,0,130,90,5.2,0
4,10,130,20,5,0
4,50,150,20,5.4,1
4,10,130,20,6.8,1
4,10,130,30,5.2,0
4,40,150,30,5.2,0
4,10,130,20,6.9,1
4,10,130,30,6,1
4,10,130,20,7.2,1
4,10,130,30,5.3,0
4,10,130,30,5.1,0
4,10,130,30,5.1,0
4,10,130,30,6.8,1
4,10,130,20,5.2,0
4,10,130,30,5.1,0
4,10,130,30,5,0
4,10,130,40,5.1,0
4,10,130,30,5.1,0
4,10,130,30,5,0
4,10,130,30,5.4,1
4,-50,160,10,5.5,1
4,10,130,30,5.7,1
4,30,50,30,5.3,0
4,-10,100,80,5.1,0
4,10,130,20,6.8,1
4,50,180,20,6.5,1
4,10,130,30,5.4,1
4,10,120,530,6.1,1
4,10,130,30,5.3,0
4,10,130,40,5.4,1
4,10,-70,30,5.3,0
4,10,130,30,5.3,0
4,10,130,20,5.7,1
4,20,100,30,5.2,0
4,10,130,30,5.5,1
4,-10,150,20,6,1
4,20,120,40,5.1,0
4,10,130,20,5.6,1
4,40,140,20,5,0
4,40,140,30,5.2,0
4,50,160,30,5,0
4,-20,-70,70,5,0
4,0,-90,30,5.1,0
4,20,-100,40,5.2,0
4,0,130,30,5,0
4,0,-90,30,5.4,1
4,-40,-20,10,5.1,0
4,0,-90,20,6.2,1
4,-20,-170,10,5.5,1
4,-10,170,200,5.5,1
4,-30,-70,30,5.2,0
4,0,60,10,5.2,0
4,40,150,30,6.9,1
4,40,150,40,6.2,1
4,-10,-70,30,5,0
4,40,150,40,5,0
4,10,130,20,6.1,1
4,40,150,30,5.1,0
4,10,130,30,5.4,1
4,-30,-180,30,5.3,0
4,0,30,10,5.1,0
4,30,130,30,5.3,0
4,10,130,40,5.1,0
4,-20,-170,30,5.2,0
4,-20,180,40,5.9,1
5,-10,160,30,5.7,1
5,0,120,50,5.2,0
5,40,90,30,5.5,1
5,0,-80,100,6.7,1
5,-60,150,10,6.2,1
5,40,150,50,5.3,0
5,40,150,30,5.1,0
5,-10,150,30,5.3,0
5,20,120,30,5.2,0
5,0,130,20,6.1,1
5,40,20,10,5.3,0
5,-20,-120,10,5.3,0
5,-20,170,140,5.3,0
5,-20,-170,30,5,0
5,10,130,30,6.1,1
5,-20,-170,30,5.6,1
5,10,130,20,7.1,1
5,-10,120,30,5.7,1
5,-10,110,70,5.4,1
5,10,130,30,5.2,0
5,-10,130,80,5,0
5,-10,110,80,5.9,1
5,-20,170,120,5.9,1
5,-20,70,10,5.3,0
5,10,130,30,5.1,0
5,30,100,120,6.4,1
5,-20,-170,20,6,1
5,40,150,20,5.1,0
5,10,130,30,5.1,0
5,-20,170,170,5.3,0
5,10,130,30,5.1,0
5,10,130,10,6.4,1
5,40,150,30,5.5,1
5,10,130,30,5.3,0
5,10,130,40,5.5,1
5,10,120,30,5.1,0
5,-50,-130,10,5.9,1
5,30,100,90,5.2,0
5,10,150,100,5.1,0
5,10,130,30,5.2,0
5,-10,110,140,5,0
5,10,130,30,5.3,0
5,-30,70,10,5,0
5,-20,-180,600,5.4,1
5,40,150,40,5.1,0
5,40,150,30,5.1,0
5,10,130,190,5.1,0
5,-20,-60,600,5.4,1
5,40,20,10,6.6,1
5,-10,-10,10,5,0
5,10,130,30,5,0
5,-10,150,190,5.4,1
5,-30,-180,30,5.1,0
5,-10,110,580,5.9,1
5,40,20,10,5,0
5,40,80,30,5,0
5,-10,130,30,5.2,0
5,-10,130,10,6.9,1
5,-10,130,30,5,0
5,40,140,30,5.1,0
5,40,140,30,5,0
5,40,90,0,6.1,1
5,-60,-30,100,5.2,0
5,-40,120,10,5.4,1
5,10,130,30,5.3,0
5,40,20,10,5.2,0
5,-10,110,30,5.2,0
5,20,120,20,5.1,0
5,40,70,190,5.9,1
5,-20,-180,610,5.7,1
5,40,150,30,5.2,0
5,-20,170,30,5.1,0
5,-20,170,30,5.5,1
5,-10,130,30,5,0
5,-20,170,30,5.8,1
5,-20,170,20,7.7,1
5,20,100,10,6.1,1
5,-20,170,30,5.4,1
5,-20,170,30,5.2,0
5,40,150,30,5.5,1
5,-20,170,30,5.2,0
5,-10,150,70,5.4,1
5,-20,170,30,5,0
5,-20,170,30,5,0
5,40,20,20,5.2,0
5,40,20,10,5.1,0
5,-20,170,30,5.5,1
5,-30,-180,30,5.3,0
5,-20,170,30,5.1,0
5,-20,170,30,5.4,1
5,10,130,20,5,0
5,-20,170,20,6.5,1
5,10,130,30,5.6,1
5,-20,170,30,5.1,0
5,10,130,30,5.4,1
5,-10,160,30,5.6,1
5,-20,170,30,5.7,1
5,-20,170,30,5.3,0
5,-20,170,30,5.2,0
5,0,-20,10,6.8,1
5,-60,-130,10,5.1,0
5,40,150,90,5.5,1
5,-20,-70,230,5.1,0
5,40,20,10,5.1,0
5,-10,130,140,5.4,1
5,10,130,30,5,0
5,10,130,160,5.2,0
5,-30,-180,40,5.1,0
5,0,120,30,5.3,0
5,-20,170,20,5.3,0
5,0,120,30,5.9,1
5,-20,170,30,5.4,1
5,-20,170,20,5,0
5,-60,-30,100,5.5,1
5,10,-70,140,5.3,0
5,-30,-180,30,5.6,1
5,-40,-100,10,5.5,1
5,-10,120,30,5.2,0
5,-40,-100,10,5.3,0
5,-20,170,30,5.1,0
5,10,-90,50,5.5,1
5,10,130,30,5.2,0
5,-20,170,30,5.2,0
5,-20,170,30,5.2,0
5,-10,150,30,6.1,1
5,-20,170,20,6.3,1
5,-20,170,30,5.8,1
5,-20,170,30,5.2,0
5,10,130,30,5.3,0
5,50,-180,30,5.4,1
5,40,140,20,5.6,1
5,-30,-180,60,5.5,1
5,-60,0,10,6.8,1
5,60,-150,40,5.6,1
5,-50,140,10,5.5,1
5,10,130,30,5.9,1
5,-20,-170,30,5,0
5,40,150,50,5.6,1
5,10,130,30,5,0
5,40,140,30,5.7,1
5,10,60,60,6.5,1
5,-20,170,20,5.2,0
5,50,150,30,5,0
5,-20,170,70,5.4,1
5,-20,-180,90,5.5,1
5,-20,-180,50,5.5,1
5,50,140,10,7.1,1
5,20,120,30,5.7,1
5,-20,-180,30,5.2,0
5,-10,110,120,5.1,0
5,50,140,30,5,0
5,-20,-180,30,5.6,1
5,-30,-70,40,5.7,1
5,-10,130,140,5,0
5,50,140,30,5.3,0
5,-40,170,10,5.5,1
5,10,-100,30,5.7,1
5,-10,160,20,5.1,0
5,-10,160,30,6.3,1
5,40,140,30,5,0
5,40,30,10,5.3,0
5,30,140,30,5.2,0
5,10,-100,10,5.2,0
5,30,140,470,5.2,0
5,-10,120,630,5.2,0
5,-60,-30,30,5.6,1
5,40,150,50,5.1,0
5,20,-110,30,6.4,1
5,30,70,20,5.6,1
5,10,130,80,5.1,0
5,30,50,20,5,0
6,-50,100,10,5.5,1
6,-20,-180,620,5,0
6,-20,170,110,5.1,0
6,0,100,40,5,0
6,-30,-70,70,5.6,1
6,0,140,100,5.5,1
6,-10,150,110,5.2,0
6,0,130,60,5.2,0
6,-20,170,140,5.2,0
6,0,100,30,5.1,0
6,-30,180,400,5,0
6,-30,-180,10,5.2,0
6,-30,-180,30,5,0
6,20,120,50,5.8,1
6,10,60,10,5.2,0
6,10,120,30,5.4,1
6,60,-150,20,5.4,1
6,-40,50,10,5.3,0
6,50,-180,30,5.3,0
6,0,-20,10,5.1,0
6,30,50,30,5,0
6,10,130,30,5.2,0
6,-30,-70,30,5,0
6,40,150,60,5,0
6,-50,10,10,5,0
6,-20,-70,130,5.5,1
6,0,130,30,5.6,1
6,50,150,30,5.2,0
6,40,150,30,5.2,0
6,30,70,30,5.7,1
6,-10,160,30,5.1,0
6,10,130,30,5.6,1
6,40,100,20,5.1,0
6,0,120,60,5.3,0
6,60,-140,10,5.1,0
6,-30,-70,10,5,0
6,-10,-80,30,5.4,1
6,50,140,10,5.2,0
6,50,140,10,5.2,0
6,10,-90,30,6.6,1
6,10,-90,30,5.5,1
6,-30,-70,50,5.4,1
6,10,-90,30,5.6,1
6,-60,-30,10,5.2,0
6,-60,-30,10,5.2,0
6,-60,-30,10,5.7,1
6,40,20,10,5.4,1
6,-60,-30,10,5.3,0
6,-10,130,530,5,0
6,40,20,10,6.5,1
6,-20,-180,570,5.7,1
6,0,140,130,5,0
6,-10,120,40,5.6,1
6,0,130,30,5.3,0
6,-20,-180,30,5.4,1
6,-20,-180,30,5.5,1
6,0,-100,10,5.5,1
6,40,150,30,5.2,0
6,-10,150,50,5.2,0
6,-60,-30,100,5.2,0
6,50,-130,10,5.4,1
6,-10,-80,70,5.6,1
6,-60,160,10,6.7,1
6,-10,150,180,5,0
6,50,90,10,5.5,1
6,-20,170,30,5.8,1
6,0,120,220,5.4,1
6,-30,-180,110,5.8,1
6,-20,-180,60,5.1,0
6,0,150,390,6.8,1
6,-20,170,30,5.1,0
6,-60,-30,60,5.2,0
6,0,150,30,6.2,1
6,30,130,190,5.2,0
6,30,120,50,6,1
6,40,70,160,5,0
6,10,-30,10,5.8,1
6,30,-40,10,5.3,0
6,-20,170,30,5.3,0
6,-20,-180,580,5.3,0
6,-60,-30,30,5.5,1
6,30,-120,10,5.02,0
6,-60,-30,30,5.6,1
6,-60,-30,30,5.7,1
6,-20,70,10,5.5,1
6,0,150,390,5.4,1
6,-60,-30,30,5.5,1
6,-20,-170,30,5.2,0
6,20,-80,10,6,1
6,0,130,30,5.8,1
6,20,120,30,5.3,0
6,-30,-70,40,5.1,0
6,50,150,60,6,1
6,-20,170,140,6.6,1
6,50,100,10,5.8,1
6,30,-110,10,6.2,1
6,20,-60,10,5.4,1
6,60,160,50,5,0
6,0,100,50,5.1,0
6,20,-110,10,5.7,1
7,-60,-30,30,5.7,1
7,10,60,10,5.3,0
7,-30,-70,30,5.2,0
7,40,140,120,5.3,0
7,-10,-80,130,5.3,0
7,-30,-180,40,7.2,1
7,10,150,80,5.2,0
7,-30,-180,50,6.1,1
7,0,140,30,5.5,1
7,-30,-180,50,5.2,0
7,-30,-180,30,5.2,0
7,-30,-180,30,5.6,1
7,-30,-180,30,5.3,0
7,-30,-180,30,5.4,1
7,20,150,530,5.3,0
7,-20,170,30,5.1,0
7,-20,170,30,5.6,1
7,0,-20,10,5.2,0
7,20,120,30,5.1,0
7,30,140,330,6,1
7,-30,-180,50,5.5,1
7,-50,10,10,5.7,1
7,50,-160,20,6,1
7,0,60,10,5.6,1
7,40,140,10,6,1
7,40,140,10,5,0
7,-20,-180,20,5.8,1
7,0,60,10,5.3,0
7,-10,130,30,5,0
7,20,100,10,5.9,1
7,40,100,30,5.1,0
7,40,70,120,5,0
7,20,100,10,5,0
7,10,140,60,5.5,1
7,20,100,10,6.8,1
7,10,130,30,5.9,1
7,-20,-170,30,5,0
7,-20,170,10,6.5,1
7,0,120,30,5.5,1
7,-20,170,10,5.9,1
7,0,140,20,5.2,0
7,20,120,10,5.2,0
7,-20,170,30,5.5,1
7,-20,-180,360,5.8,1
7,0,100,170,5.4,1
7,70,0,10,5.4,1
7,-20,170,20,5.5,1
7,-20,-180,130,5.1,0
7,-10,130,30,5,0
7,-10,130,120,5,0
7,-20,170,40,5,0
7,40,20,20,5.2,0
7,0,140,10,5.9,1
7,50,150,30,5.5,1
7,-10,160,30,5.6,1
7,-10,150,30,5.8,1
7,-20,170,30,5.2,0
7,-20,170,10,6,1
7,-10,40,10,5.1,0
7,0,-80,30,5,0
7,10,-90,80,5.3,0
7,-60,-30,30,5.4,1
7,50,-170,210,5.1,0
7,-10,150,200,5,0
7,40,100,10,5.6,1
7,0,140,30,5.5,1
7,-10,40,10,5.1,0
7,30,130,40,5.5,1
7,10,-90,80,5.2,0
7,-10,130,20,5,0
7,60,-40,10,5.3,0
7,40,150,40,5.4,1
7,0,130,30,5.4,1
7,10,-40,10,5.7,1
7,0,130,70,6.4,1
7,-20,-180,230,5.7,1
7,10,90,30,5.2,0
7,-10,80,20,6,1
7,-10,110,70,5.4,1
7,-10,80,10,5.4,1
7,20,120,20,5.2,0
7,-20,-180,90,6.4,1
