0,1
0.75387883,0.24612117
0.67464906,0.32535097
0.722681,0.277319
0.63896495,0.361035
0.68457115,0.31542885
0.61332387,0.38667613
0.6751272,0.32487285
0.63711154,0.36288843
0.67387193,0.32612804
0.7417849,0.25821507
0.7148809,0.28511915
0.6698769,0.33012313
0.7538618,0.24613826
0.6670081,0.3329919
0.71580064,0.28419936
0.70397794,0.2960221
0.72437006,0.27563
0.7425027,0.2574973
0.72437006,0.27563
0.6719232,0.32807675
0.70724356,0.29275644
0.76990163,0.23009832
0.70724356,0.29275644
0.7447973,0.2552027
0.76174766,0.23825237
0.7134844,0.2865156
0.74254435,0.2574557
0.74254435,0.2574557
0.7739199,0.22608012
0.661663,0.33833697
0.72881275,0.27118722
0.74911076,0.2508892
0.7288127,0.27118734
0.5060105,0.49398953
0.7756272,0.22437279
0.78734165,0.21265838
0.7756272,0.22437279
0.49587595,0.5041241
0.4988277,0.5011723
0.6950331,0.3049669
